user_id,recommendations,recommended_main_categories,recommended_sub_categories,purchased_products,purchased_main_categories,purchased_sub_categories,precision@k
502,"['Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Smart Thermostat with Wi-Fi', 'Product_Apple AirPods 3', 'Product_Kombucha Drink']","['Food', 'Toys', 'Smart Home', 'Audio']","['Juice', 'Educational Toys', 'Smart Home Accessories', 'Earbuds', 'Health Drinks']",[6],['Food'],['Infused Oils'],0.55
505,"['Product_Vegetable Stir-Fry Sauce', 'Product_Teriyaki Sauce', 'Product_Spicy Thai Chili Sauce', 'Product_Teriyaki Sauce', 'Product_Spicy Thai Chili Sauce']",['Food'],['Asian Sauces'],[7],['Food'],['Asian Sauces'],0.95
507,"['Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi', 'Product_Kombucha Drink']","['Food', 'Toys', 'Audio', 'Smart Home']","['Juice', 'Educational Toys', 'Earbuds', 'Smart Home Accessories', 'Health Drinks']",[6],['Food'],['Infused Oils'],0.55
509,"['Product_Puzzle 3D Model Kit', ""Product_Kids' Science Experiment Kit"", 'Product_Puzzle 3D Model Kit', 'Product_Puzzle 3D Model Kit', ""Product_Kids' STEM Robotics Kit""]",['Toys'],['Educational Toys'],[1],['Toys'],['Educational Toys'],0.95
510,"['Product_Apple AirPods 3', 'Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Electric Stir Fry Pan', 'Product_Samsung Galaxy S24 Ultra']","['Audio', 'Food', 'Toys', 'Kitchen']","['Earbuds', 'Juice', 'Educational Toys', 'Cooking Appliances', 'Wireless Audio Accessories']",[5],['Audio'],['Portable Speakers'],0.55
513,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Smart Thermostat with Wi-Fi', 'Product_Apple AirPods 3', 'Product_Puzzle 3D Model Kit']","['Food', 'Kitchen', 'Smart Home', 'Audio', 'Toys']","['Juice', 'Cooking Appliances', 'Smart Home Accessories', 'Earbuds', 'Educational Toys']","[1, 2, 3, 4, 5, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
516,"['Product_Fruit Medley Juice', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink']","['Food', 'Smart Home', 'Toys', 'Kitchen']","['Juice', 'Smart Home Accessories', 'Educational Toys', 'Cooking Appliances', 'Health Drinks']","[1, 2, 3, 8]","['Toys', 'Kitchen', 'Food', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Home Automation Accessories']",0.95
517,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi']","['Food', 'Kitchen', 'Toys', 'Audio', 'Smart Home']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Earbuds', 'Smart Home Accessories']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
521,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3']","['Food', 'Kitchen', 'Smart Home', 'Toys', 'Audio']","['Juice', 'Cooking Appliances', 'Smart Home Accessories', 'Educational Toys', 'Earbuds']","[1, 2, 3, 4, 5, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
523,"['Product_Striped T-Shirt', 'Product_Striped T-Shirt', 'Product_Graphic Print Tee', 'Product_Organic Cotton Crew Neck', 'Product_Graphic Print Tee']",['Kitchen'],['Drinkware'],[2],['Kitchen'],['Drinkware'],0.95
530,"['Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink', 'Product_Electric Butter Churn']","['Food', 'Toys', 'Kitchen']","['Juice', 'Educational Toys', 'Cooking Appliances', 'Health Drinks', 'Small Appliances']","[1, 2, 3, 10]","['Toys', 'Kitchen', 'Food']","['Educational Toys', 'Drinkware', 'Smoothies', 'Frozen Meat Products']",0.95
532,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit']","['Food', 'Kitchen', 'Toys']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Health Drinks', 'Japanese Cooking Kits']",[6],['Food'],['Infused Oils'],0.8
537,"['Product_Puzzle 3D Model Kit', ""Product_Kids' Science Experiment Kit"", 'Product_Puzzle 3D Model Kit', 'Product_Puzzle 3D Model Kit', ""Product_Kids' STEM Robotics Kit""]",['Toys'],['Educational Toys'],[1],['Toys'],['Educational Toys'],0.95
541,"['Product_Water-Resistant Bluetooth Speaker', 'Product_Bluetooth Shower Speaker', 'Product_Water-Resistant Bluetooth Speaker', 'Product_Bluetooth Shower Speaker', 'Product_Water-Resistant Bluetooth Speaker']",['Audio'],['Portable Speakers'],[5],['Audio'],['Portable Speakers'],0.95
543,"['Product_Puzzle 3D Model Kit', ""Product_Kids' Science Experiment Kit"", 'Product_Puzzle 3D Model Kit', 'Product_Puzzle 3D Model Kit', ""Product_Kids' STEM Robotics Kit""]",['Toys'],['Educational Toys'],"[1, 9]","['Toys', 'Food']","['Educational Toys', 'Olive Products']",0.95
546,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink']","['Food', 'Kitchen', 'Smart Home', 'Toys']","['Juice', 'Cooking Appliances', 'Smart Home Accessories', 'Educational Toys', 'Health Drinks']","[1, 2, 3, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
549,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi']","['Food', 'Kitchen', 'Toys', 'Audio', 'Smart Home']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Earbuds', 'Smart Home Accessories']","[2, 4, 8]","['Kitchen', 'Smart Home']","['Drinkware', 'Cooking Appliances', 'Home Automation Accessories']",0.65
550,"['Product_Peach Mango Smoothie', 'Product_Peach Mango Smoothie', 'Product_Peach Mango Smoothie', 'Product_Peach Mango Smoothie Mix', 'Product_Peach Mango Smoothie']",['Food'],['Smoothies'],[3],['Food'],['Smoothies'],0.95
553,"['Product_Puzzle 3D Model Kit', ""Product_Kids' Science Experiment Kit"", 'Product_Puzzle 3D Model Kit', 'Product_Puzzle 3D Model Kit', ""Product_Kids' STEM Robotics Kit""]",['Toys'],['Educational Toys'],[1],['Toys'],['Educational Toys'],0.95
554,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3']","['Food', 'Kitchen', 'Smart Home', 'Toys', 'Audio']","['Juice', 'Cooking Appliances', 'Smart Home Accessories', 'Educational Toys', 'Earbuds']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
560,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit']","['Food', 'Kitchen', 'Audio', 'Smart Home', 'Toys']","['Juice', 'Cooking Appliances', 'Earbuds', 'Smart Home Accessories', 'Educational Toys']","[1, 2, 3, 4, 5, 6, 7, 8]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories']",0.95
562,"['Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Fruit Medley Juice']",['Food'],"['Frozen Meat Products', 'Juice']",[10],['Food'],['Frozen Meat Products'],0.95
569,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit']","['Food', 'Kitchen', 'Audio', 'Smart Home', 'Toys']","['Juice', 'Cooking Appliances', 'Earbuds', 'Smart Home Accessories', 'Educational Toys']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
571,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink']","['Food', 'Kitchen', 'Audio', 'Toys']","['Juice', 'Cooking Appliances', 'Earbuds', 'Educational Toys', 'Health Drinks']","[1, 2, 3, 4, 5, 6, 7, 9]","['Toys', 'Kitchen', 'Food', 'Audio']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Olive Products']",0.95
572,"['Product_Puzzle 3D Model Kit', 'Product_Vegetable Stir-Fry Sauce', ""Product_Kids' Science Experiment Kit"", 'Product_Puzzle 3D Model Kit', 'Product_Teriyaki Sauce']","['Toys', 'Food']","['Educational Toys', 'Asian Sauces']","[1, 7]","['Toys', 'Food']","['Educational Toys', 'Asian Sauces']",0.95
576,"['Product_Fruit Medley Juice', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit']","['Food', 'Smart Home', 'Toys']","['Juice', 'Smart Home Accessories', 'Educational Toys', 'Health Drinks', 'Japanese Cooking Kits']",[7],['Food'],['Asian Sauces'],0.8
577,"['Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi']","['Food', 'Toys', 'Kitchen', 'Audio', 'Smart Home']","['Juice', 'Educational Toys', 'Cooking Appliances', 'Earbuds', 'Smart Home Accessories']","[1, 2, 3, 4, 5, 6, 7, 8, 9]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products']",0.95
581,"['Product_Apple AirPods 3', 'Product_Fruit Medley Juice', 'Product_Smart Thermostat with Wi-Fi', 'Product_Samsung Galaxy S24 Ultra', 'Product_Home Karaoke System']","['Audio', 'Food', 'Smart Home']","['Earbuds', 'Juice', 'Smart Home Accessories', 'Wireless Audio Accessories', 'Karaoke Equipment']",[5],['Audio'],['Portable Speakers'],0.8
582,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Kombucha Drink']","['Food', 'Kitchen', 'Toys', 'Audio']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Earbuds', 'Health Drinks']",[7],['Food'],['Asian Sauces'],0.55
584,"['Product_Water-Resistant Bluetooth Speaker', 'Product_Bluetooth Shower Speaker', 'Product_Water-Resistant Bluetooth Speaker', 'Product_Bluetooth Shower Speaker', 'Product_Water-Resistant Bluetooth Speaker']",['Audio'],['Portable Speakers'],[5],['Audio'],['Portable Speakers'],0.95
588,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Electric Butter Churn', 'Product_Silicone Baking Mats']","['Food', 'Kitchen', 'Audio']","['Juice', 'Cooking Appliances', 'Earbuds', 'Small Appliances', 'Baking Accessories']",[4],['Kitchen'],['Cooking Appliances'],0.8
592,"['Product_Basil-infused Olive Oil', 'Product_Basil-infused Olive Oil', 'Product_Basil-infused Olive Oil', 'Product_Basil-infused Olive Oil', 'Product_Toilet Paper (12 rolls)']",['Food'],"['Infused Oils', 'Household Supplies']",[6],['Food'],['Infused Oils'],0.95
593,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi']","['Food', 'Kitchen', 'Toys', 'Audio', 'Smart Home']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Earbuds', 'Smart Home Accessories']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
594,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit']","['Food', 'Kitchen', 'Toys']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Health Drinks', 'Japanese Cooking Kits']",[3],['Food'],['Smoothies'],0.8
599,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink', 'Product_Electric Butter Churn']","['Food', 'Kitchen', 'Toys']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Health Drinks', 'Small Appliances']","[1, 2, 3, 4]","['Toys', 'Kitchen', 'Food']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances']",0.95
600,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi']","['Food', 'Kitchen', 'Toys', 'Audio', 'Smart Home']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Earbuds', 'Smart Home Accessories']","[1, 2, 3, 4, 5, 6, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
602,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink']","['Food', 'Kitchen', 'Audio', 'Toys']","['Juice', 'Cooking Appliances', 'Earbuds', 'Educational Toys', 'Health Drinks']","[1, 2, 3, 4, 5, 6]","['Toys', 'Kitchen', 'Food', 'Audio']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils']",0.95
605,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Kombucha Drink', 'Product_Electric Butter Churn']","['Food', 'Kitchen', 'Toys']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Health Drinks', 'Small Appliances']","[1, 3, 4, 6, 7]","['Toys', 'Food', 'Kitchen']","['Educational Toys', 'Smoothies', 'Cooking Appliances', 'Infused Oils', 'Asian Sauces']",0.95
609,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit', 'Product_Rice Cakes']","['Food', 'Kitchen']","['Juice', 'Cooking Appliances', 'Health Drinks', 'Japanese Cooking Kits', 'Healthy Snacks']",[9],['Food'],['Olive Products'],0.9500000000000001
615,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Kombucha Drink', 'Product_Electric Butter Churn']","['Food', 'Kitchen', 'Audio']","['Juice', 'Cooking Appliances', 'Earbuds', 'Health Drinks', 'Small Appliances']","[2, 3, 4, 5, 6, 7]","['Kitchen', 'Food', 'Audio']","['Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces']",0.95
619,"['Product_Fruit Medley Juice', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit', 'Product_Rice Cakes', 'Product_Lemon Herb Chicken']",['Food'],"['Juice', 'Health Drinks', 'Japanese Cooking Kits', 'Healthy Snacks', 'Marinated Poultry']",[9],['Food'],['Olive Products'],1.0
622,"['Product_Electric Griddle with Lid', 'Product_Electric Griddle with Lid', 'Product_Electric Griddle with Removable Plates', 'Product_Electric Ice Cream Maker', 'Product_Electric Griddle']",['Kitchen'],['Cooking Appliances'],[4],['Kitchen'],['Cooking Appliances'],0.95
626,"['Product_Striped T-Shirt', 'Product_Striped T-Shirt', 'Product_Graphic Print Tee', 'Product_Organic Cotton Crew Neck', 'Product_Graphic Print Tee']",['Kitchen'],['Drinkware'],[2],['Kitchen'],['Drinkware'],0.95
630,"['Product_Vegetable Stir-Fry Sauce', 'Product_Teriyaki Sauce', 'Product_Spicy Thai Chili Sauce', 'Product_Teriyaki Sauce', 'Product_Spicy Thai Chili Sauce']",['Food'],['Asian Sauces'],[7],['Food'],['Asian Sauces'],0.95
636,"['Product_Puzzle 3D Model Kit', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Electric Butter Churn', ""Product_Children's Gardening Set""]","['Toys', 'Kitchen', 'Audio']","['Educational Toys', 'Cooking Appliances', 'Earbuds', 'Small Appliances', 'Outdoor Play Toys']","[1, 2, 5]","['Toys', 'Kitchen', 'Audio']","['Educational Toys', 'Drinkware', 'Portable Speakers']",0.95
640,"['Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi', 'Product_Kombucha Drink']","['Food', 'Toys', 'Audio', 'Smart Home']","['Juice', 'Educational Toys', 'Earbuds', 'Smart Home Accessories', 'Health Drinks']","[3, 6]",['Food'],"['Smoothies', 'Infused Oils']",0.55
644,"['Product_Puzzle 3D Model Kit', 'Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink', 'Product_Electric Butter Churn']","['Toys', 'Food', 'Kitchen']","['Educational Toys', 'Juice', 'Cooking Appliances', 'Health Drinks', 'Small Appliances']","[1, 2, 3]","['Toys', 'Kitchen', 'Food']","['Educational Toys', 'Drinkware', 'Smoothies']",0.95
648,"['Product_Striped T-Shirt', 'Product_Striped T-Shirt', 'Product_Graphic Print Tee', 'Product_Organic Cotton Crew Neck', 'Product_Graphic Print Tee']",['Kitchen'],['Drinkware'],[2],['Kitchen'],['Drinkware'],0.95
649,"['Product_Electric Stir Fry Pan', 'Product_Fruit Medley Juice', 'Product_Smart Thermostat with Wi-Fi', 'Product_Apple AirPods 3', 'Product_Puzzle 3D Model Kit']","['Kitchen', 'Food', 'Smart Home', 'Audio', 'Toys']","['Cooking Appliances', 'Juice', 'Smart Home Accessories', 'Earbuds', 'Educational Toys']","[1, 2, 3, 4, 5, 7, 8]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Asian Sauces', 'Home Automation Accessories']",0.95
655,"['Product_Peach Mango Smoothie', 'Product_Peach Mango Smoothie', 'Product_Peach Mango Smoothie', 'Product_Peach Mango Smoothie Mix', 'Product_Peach Mango Smoothie']",['Food'],['Smoothies'],[3],['Food'],['Smoothies'],0.95
658,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Smart Thermostat with Wi-Fi', 'Product_Kombucha Drink']","['Food', 'Kitchen', 'Toys', 'Smart Home']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Smart Home Accessories', 'Health Drinks']","[1, 2, 3, 4, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
659,"['Product_Water-Resistant Bluetooth Speaker', 'Product_Bluetooth Shower Speaker', 'Product_Water-Resistant Bluetooth Speaker', 'Product_Mediterranean Olives', 'Product_Bluetooth Shower Speaker']","['Audio', 'Food']","['Portable Speakers', 'Olive Products']",[5],['Audio'],['Portable Speakers'],0.9500000000000001
663,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit', 'Product_Rice Cakes']","['Food', 'Kitchen']","['Juice', 'Cooking Appliances', 'Health Drinks', 'Japanese Cooking Kits', 'Healthy Snacks']",[7],['Food'],['Asian Sauces'],0.9500000000000001
669,"['Product_Electric Stir Fry Pan', 'Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Kombucha Drink']","['Kitchen', 'Food', 'Toys', 'Audio']","['Cooking Appliances', 'Juice', 'Educational Toys', 'Earbuds', 'Health Drinks']","[1, 6]","['Toys', 'Food']","['Educational Toys', 'Infused Oils']",0.8999999999999999
671,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Smart Thermostat with Wi-Fi', 'Product_Puzzle 3D Model Kit']","['Food', 'Kitchen', 'Audio', 'Smart Home', 'Toys']","['Juice', 'Cooking Appliances', 'Earbuds', 'Smart Home Accessories', 'Educational Toys']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
681,"['Product_Basil-infused Olive Oil', 'Product_Basil-infused Olive Oil', 'Product_Basil-infused Olive Oil', 'Product_Basil-infused Olive Oil', 'Product_Toilet Paper (12 rolls)']",['Food'],"['Infused Oils', 'Household Supplies']",[6],['Food'],['Infused Oils'],0.95
686,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', ""Product_Children's Gardening Set"", ""Product_Kids' Science Experiment Kit""]","['Food', 'Kitchen', 'Toys']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Outdoor Play Toys']",[1],['Toys'],['Educational Toys'],0.8
691,"['Product_Fruit Medley Juice', 'Product_Puzzle 3D Model Kit', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink', 'Product_Electric Butter Churn']","['Food', 'Toys', 'Kitchen']","['Juice', 'Educational Toys', 'Cooking Appliances', 'Health Drinks', 'Small Appliances']","[1, 2, 3, 7]","['Toys', 'Kitchen', 'Food']","['Educational Toys', 'Drinkware', 'Smoothies', 'Asian Sauces']",0.95
692,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Puzzle 3D Model Kit', 'Product_Smart Thermostat with Wi-Fi', 'Product_Apple AirPods 3']","['Food', 'Kitchen', 'Toys', 'Smart Home', 'Audio']","['Juice', 'Cooking Appliances', 'Educational Toys', 'Smart Home Accessories', 'Earbuds']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
694,"['Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Frozen Chicken Nuggets', 'Product_Fruit Medley Juice']",['Food'],"['Frozen Meat Products', 'Juice']",[10],['Food'],['Frozen Meat Products'],0.95
696,"['Product_Basil-infused Olive Oil', 'Product_Basil-infused Olive Oil', 'Product_Basil-infused Olive Oil', 'Product_Basil-infused Olive Oil', 'Product_Toilet Paper (12 rolls)']",['Food'],"['Infused Oils', 'Household Supplies']",[6],['Food'],['Infused Oils'],0.95
697,"['Product_Fruit Medley Juice', 'Product_Electric Stir Fry Pan', 'Product_Apple AirPods 3', 'Product_Puzzle 3D Model Kit', 'Product_Smart Thermostat with Wi-Fi']","['Food', 'Kitchen', 'Audio', 'Toys', 'Smart Home']","['Juice', 'Cooking Appliances', 'Earbuds', 'Educational Toys', 'Smart Home Accessories']","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","['Toys', 'Kitchen', 'Food', 'Audio', 'Smart Home']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers', 'Infused Oils', 'Asian Sauces', 'Home Automation Accessories', 'Olive Products', 'Frozen Meat Products']",0.95
698,"['Product_Mediterranean Olives', 'Product_Mediterranean Olives', 'Product_Mediterranean Olives', 'Product_Wild Rice & Quinoa Mix', 'Product_Truffle Parmesan Fries']",['Food'],"['Olive Products', 'Grain Blends', 'Gourmet Snacks']",[9],['Food'],['Olive Products'],0.95
699,"['Product_Puzzle 3D Model Kit', 'Product_Apple AirPods 3', 'Product_Electric Stir Fry Pan', 'Product_Fruit Medley Juice', 'Product_Kombucha Drink']","['Toys', 'Audio', 'Kitchen', 'Food']","['Educational Toys', 'Earbuds', 'Cooking Appliances', 'Juice', 'Health Drinks']","[1, 2, 3, 4, 5]","['Toys', 'Kitchen', 'Food', 'Audio']","['Educational Toys', 'Drinkware', 'Smoothies', 'Cooking Appliances', 'Portable Speakers']",0.95
702,"['Product_Electric Griddle with Lid', 'Product_Electric Griddle with Lid', 'Product_Electric Griddle with Removable Plates', 'Product_Electric Ice Cream Maker', 'Product_Electric Griddle']",['Kitchen'],['Cooking Appliances'],[4],['Kitchen'],['Cooking Appliances'],0.95
720,"['Product_Fruit Medley Juice', 'Product_Smart Thermostat with Wi-Fi', 'Product_Electric Stir Fry Pan', 'Product_Kombucha Drink', 'Product_Sushi Roll Kit']","['Food', 'Smart Home', 'Kitchen']","['Juice', 'Smart Home Accessories', 'Cooking Appliances', 'Health Drinks', 'Japanese Cooking Kits']",[7],['Food'],['Asian Sauces'],0.8
