cart_item_id,option_name,option_value
1488,Warranty,1 Year
28,Warranty,Red
1104,Color,Blue
3357,Size,2 Year
4206,Color,Red
6913,Edition,Large
169,Warranty,Standard
557,Warranty,Small
5672,Warranty,Large
1874,Size,Medium
5268,Warranty,Small
4930,Size,Blue
4662,Size,Standard
994,Edition,Red
3379,Size,Large
2605,Size,Medium
5175,Warranty,Blue
828,Size,Red
1912,Color,Small
5728,Edition,Red
7478,Warranty,Green
6042,Warranty,Blue
3094,Size,Deluxe
2232,Size,Red
16,Edition,Deluxe
2149,Warranty,Blue
3953,Warranty,2 Year
6473,Warranty,1 Year
3713,Color,1 Year
4908,Color,Medium
5935,Size,1 Year
6396,Color,Medium
4276,Color,Deluxe
6444,Warranty,Large
7068,Edition,Green
2791,Color,2 Year
19,Edition,Medium
1984,Warranty,2 Year
5547,Color,Small
6086,Edition,2 Year
1479,Color,Deluxe
6254,Warranty,Standard
5550,Warranty,Medium
6812,Edition,Green
4499,Edition,Blue
168,Color,2 Year
277,Warranty,2 Year
4110,Warranty,Green
3659,Edition,Large
3630,Warranty,Standard
3055,Color,Medium
544,Warranty,Large
5914,Color,Medium
1802,Size,Small
4230,Size,Blue
5005,Edition,2 Year
2336,Warranty,2 Year
4517,Size,Small
71,Warranty,Green
4360,Warranty,Standard
4346,Size,Red
2666,Warranty,Green
3007,Edition,Standard
2976,Size,Blue
1650,Warranty,2 Year
821,Warranty,Small
2028,Warranty,Standard
6007,Size,Green
3132,Edition,Green
4682,Edition,Medium
4298,Color,Standard
1236,Warranty,2 Year
3824,Size,1 Year
7356,Color,1 Year
7824,Size,Deluxe
467,Edition,Red
1824,Warranty,Blue
7813,Color,Small
3931,Warranty,Standard
7459,Warranty,Red
4474,Color,Blue
1635,Color,Red
7219,Size,Blue
7954,Color,Standard
6087,Warranty,Deluxe
5107,Edition,Standard
5096,Color,Medium
5553,Color,1 Year
2719,Color,Red
6932,Edition,Deluxe
7433,Size,Blue
5619,Color,Red
455,Edition,Red
2012,Size,Large
7965,Color,Deluxe
3509,Color,Medium
3380,Warranty,Red
590,Edition,Deluxe
2230,Edition,Green
5830,Warranty,Deluxe
108,Size,1 Year
3522,Size,Standard
5451,Edition,Red
6931,Warranty,1 Year
6781,Color,1 Year
5479,Color,Blue
4041,Color,Standard
5167,Size,Medium
177,Warranty,Large
346,Warranty,2 Year
6201,Color,1 Year
106,Edition,Standard
5681,Color,Green
7916,Edition,Green
7243,Color,Blue
2449,Edition,Red
418,Edition,Medium
3407,Size,Medium
6601,Size,Red
1917,Color,Medium
5844,Size,Small
6691,Color,2 Year
1827,Warranty,Small
1791,Size,Large
2629,Color,Red
6069,Color,1 Year
3253,Color,Small
5410,Color,Deluxe
3994,Size,Red
1315,Warranty,Green
7517,Edition,Blue
2108,Size,2 Year
5784,Color,Small
55,Warranty,Green
720,Warranty,Deluxe
6189,Color,2 Year
7162,Size,Green
5560,Edition,Standard
637,Color,Deluxe
1175,Edition,1 Year
6404,Size,2 Year
627,Size,Medium
6046,Warranty,Green
3831,Size,Green
3338,Size,Blue
2574,Edition,1 Year
767,Color,Green
5610,Warranty,Small
7492,Size,Large
3250,Edition,Standard
4344,Size,Red
5766,Warranty,Deluxe
1539,Edition,Green
5505,Edition,Small
5061,Size,2 Year
3823,Warranty,2 Year
1054,Warranty,Red
2412,Size,2 Year
4278,Size,Deluxe
4139,Color,2 Year
4906,Size,Small
5669,Warranty,Green
2010,Edition,Deluxe
1276,Edition,Large
730,Color,2 Year
7069,Size,Large
139,Size,Large
7285,Warranty,Standard
2099,Size,Deluxe
7141,Warranty,Blue
4956,Size,Small
1501,Size,Small
3239,Edition,Small
2140,Warranty,1 Year
4060,Size,2 Year
5812,Color,Deluxe
2880,Warranty,Blue
4923,Color,Small
2132,Color,1 Year
2458,Warranty,Large
7111,Warranty,Blue
2684,Edition,1 Year
4391,Edition,Large
1170,Edition,Small
2616,Color,2 Year
1806,Warranty,1 Year
1851,Size,Green
7010,Warranty,Medium
3333,Warranty,Green
2324,Color,Standard
1149,Size,1 Year
3834,Size,1 Year
3842,Size,2 Year
3864,Size,Blue
5368,Size,2 Year
1998,Warranty,1 Year
5382,Size,Red
7961,Warranty,Deluxe
6607,Edition,Green
6699,Color,Medium
5659,Edition,Standard
4944,Color,Standard
6530,Size,Large
1698,Size,1 Year
4659,Size,Deluxe
5647,Edition,Large
1019,Warranty,Standard
6479,Size,Deluxe
3382,Color,Green
6950,Warranty,Large
815,Size,2 Year
5337,Color,Red
1405,Warranty,Green
2188,Color,Blue
7032,Warranty,Green
289,Edition,Standard
6070,Color,Standard
4491,Size,Medium
7349,Warranty,Standard
4306,Color,Red
2374,Warranty,2 Year
5635,Color,Deluxe
4373,Color,Medium
5011,Size,1 Year
1487,Warranty,Blue
3151,Edition,1 Year
1553,Color,Red
2426,Edition,1 Year
4502,Warranty,Standard
7640,Color,2 Year
7047,Edition,Small
537,Color,1 Year
5084,Size,Large
4182,Warranty,Red
1734,Color,Large
6989,Edition,Medium
2347,Edition,Blue
6529,Size,1 Year
4257,Size,1 Year
328,Warranty,Green
7831,Edition,Large
2888,Warranty,2 Year
6324,Size,Large
2926,Color,Standard
261,Size,Small
5088,Warranty,Blue
5596,Color,1 Year
2861,Size,1 Year
3172,Edition,Blue
6331,Color,Blue
7586,Color,2 Year
6125,Warranty,Standard
2298,Size,Medium
372,Color,Deluxe
367,Warranty,Medium
6218,Warranty,Deluxe
1994,Warranty,Large
6372,Edition,Medium
333,Color,Medium
6442,Edition,Standard
5026,Edition,2 Year
3226,Size,1 Year
3676,Color,Standard
4772,Size,Standard
6092,Color,Small
3446,Color,Large
1318,Edition,Small
5585,Edition,Blue
7999,Warranty,Medium
3159,Edition,Red
1657,Color,Green
2866,Edition,Standard
1725,Edition,Deluxe
4721,Warranty,2 Year
1936,Warranty,Deluxe
7505,Edition,Blue
4095,Warranty,Small
4913,Color,2 Year
214,Warranty,Small
2484,Size,2 Year
7881,Edition,2 Year
7304,Warranty,Blue
4138,Size,Medium
5860,Color,Green
2893,Color,Large
7792,Warranty,Standard
5203,Size,Deluxe
5913,Size,1 Year
3780,Edition,Red
1338,Edition,Medium
6555,Warranty,1 Year
7384,Size,Blue
4516,Size,Green
7152,Warranty,Deluxe
3453,Color,Small
2771,Size,2 Year
439,Size,Deluxe
6460,Warranty,Blue
5520,Size,Large
3469,Color,Standard
3145,Edition,Large
2435,Edition,Red
967,Edition,Large
6997,Color,Large
7493,Size,Medium
4685,Size,1 Year
3177,Warranty,Blue
7033,Size,Large
2377,Size,2 Year
1704,Color,Small
3300,Color,Green
4735,Edition,Blue
7444,Warranty,Blue
7933,Color,2 Year
4132,Size,Medium
2854,Edition,Deluxe
2490,Warranty,Medium
795,Color,1 Year
3921,Warranty,Large
628,Color,Medium
2390,Warranty,Deluxe
5807,Warranty,Deluxe
564,Warranty,Red
5657,Warranty,2 Year
1296,Warranty,Large
1637,Warranty,Red
1098,Size,Standard
7940,Color,Green
2915,Size,Medium
7880,Warranty,Green
682,Size,Small
5240,Edition,Small
5248,Size,Red
6661,Size,Green
4898,Edition,Blue
2535,Color,Deluxe
3317,Color,2 Year
1263,Size,Medium
483,Warranty,Medium
6425,Color,Small
4311,Color,Small
4415,Warranty,Small
3349,Size,Green
7740,Size,Small
4849,Color,Deluxe
7184,Warranty,Standard
2565,Size,1 Year
434,Color,Standard
4385,Size,Green
7205,Color,Standard
5641,Size,1 Year
1188,Color,Blue
4806,Warranty,Large
4401,Edition,Large
270,Size,Blue
2937,Color,Medium
7091,Size,Blue
6165,Size,Medium
6679,Size,Green
3230,Size,Large
2481,Color,1 Year
2512,Edition,Blue
814,Size,Blue
950,Warranty,Large
634,Size,Deluxe
3808,Warranty,2 Year
976,Size,Medium
3602,Color,Red
5128,Warranty,Red
6947,Color,Medium
6912,Edition,Medium
5819,Edition,Medium
3874,Edition,Small
7739,Edition,Standard
4017,Size,Red
3517,Edition,Large
2189,Edition,Red
6433,Color,Deluxe
6856,Warranty,Small
913,Warranty,Red
1076,Color,1 Year
1213,Warranty,Medium
472,Warranty,Medium
7249,Color,Blue
3723,Color,1 Year
5851,Size,Red
7140,Warranty,Green
2332,Size,Deluxe
174,Warranty,Green
996,Edition,Medium
7920,Edition,Standard
5371,Warranty,Deluxe
2577,Edition,Blue
520,Warranty,2 Year
1187,Edition,Standard
6624,Warranty,Deluxe
2243,Edition,Green
6771,Edition,Red
6071,Warranty,Blue
1613,Size,Small
1036,Edition,Red
3477,Warranty,Green
2283,Color,Blue
5362,Size,Red
6506,Warranty,Large
5906,Size,Blue
4583,Size,1 Year
5953,Edition,Small
13,Size,Green
4039,Warranty,1 Year
1720,Size,1 Year
173,Color,Red
166,Edition,Deluxe
7786,Edition,Medium
5743,Size,Blue
7231,Color,Red
3229,Warranty,Blue
371,Size,Large
7697,Color,Large
6787,Warranty,Green
4019,Edition,Red
1981,Warranty,Small
1508,Warranty,Red
3777,Size,Medium
2856,Edition,Large
6211,Size,Blue
412,Color,1 Year
7226,Size,2 Year
2559,Warranty,Standard
6367,Warranty,Green
4552,Warranty,Standard
413,Color,1 Year
7460,Color,Large
204,Edition,Standard
2414,Size,Medium
4144,Warranty,Standard
1948,Edition,1 Year
5698,Color,Green
287,Edition,Standard
4221,Warranty,Green
3467,Size,Large
7284,Size,Deluxe
1260,Size,Deluxe
1663,Warranty,Large
3067,Edition,1 Year
6492,Color,Large
2338,Size,Deluxe
3383,Color,Small
5412,Warranty,Green
7391,Color,2 Year
3570,Size,Standard
7681,Color,2 Year
2752,Color,Small
1867,Size,2 Year
5122,Edition,Red
1764,Edition,Blue
2378,Size,Deluxe
1028,Size,Blue
4571,Color,2 Year
3125,Size,Green
7801,Color,Small
653,Size,Blue
3392,Color,Large
5556,Color,1 Year
3491,Edition,Small
497,Warranty,Medium
2204,Size,Small
2941,Size,Standard
1269,Warranty,2 Year
4814,Edition,2 Year
2030,Edition,Green
7367,Color,Blue
4728,Edition,Green
5679,Size,Standard
2065,Color,2 Year
4686,Color,Large
6749,Color,2 Year
7330,Edition,Red
4217,Warranty,Red
6074,Edition,Standard
2947,Color,2 Year
429,Color,Medium
2667,Color,Deluxe
7098,Warranty,1 Year
1092,Color,Red
6556,Warranty,2 Year
2181,Size,Green
4052,Edition,Large
5452,Size,Deluxe
6875,Color,2 Year
7843,Size,Blue
3375,Size,Large
3104,Warranty,Blue
1880,Warranty,Deluxe
6903,Edition,Green
7323,Edition,Red
269,Edition,Blue
5221,Edition,Deluxe
198,Warranty,Standard
6779,Size,1 Year
3646,Edition,Small
817,Size,Blue
1134,Warranty,Deluxe
5500,Warranty,Red
2606,Size,1 Year
7982,Warranty,Deluxe
3210,Color,2 Year
4226,Warranty,Blue
7255,Size,Large
4272,Size,Large
3154,Size,Red
1225,Color,Blue
4845,Warranty,Standard
3432,Edition,Blue
1163,Size,Green
122,Edition,Red
6714,Warranty,Green
4246,Warranty,1 Year
56,Edition,Large
5941,Size,2 Year
401,Size,Standard
7266,Size,Red
2958,Edition,Medium
7109,Warranty,Medium
1814,Edition,Deluxe
7759,Warranty,2 Year
475,Edition,Blue
3053,Size,Large
6022,Warranty,Green
5767,Warranty,Large
7499,Warranty,Standard
3917,Color,Small
1431,Size,2 Year
3187,Edition,Medium
3326,Warranty,2 Year
3876,Color,Medium
5525,Size,Red
263,Edition,Large
2215,Size,Medium
7761,Edition,Green
3908,Size,Medium
3037,Warranty,1 Year
3925,Size,1 Year
5118,Color,Large
768,Warranty,Blue
2494,Edition,Small
2906,Color,Red
7428,Size,Large
7737,Size,Medium
7052,Color,Green
896,Size,Large
4063,Warranty,Medium
880,Edition,Medium
3743,Warranty,Deluxe
3778,Color,Blue
4142,Size,Blue
85,Warranty,Small
3698,Size,Deluxe
4953,Edition,Deluxe
75,Size,Green
4733,Color,1 Year
949,Edition,2 Year
7905,Color,Small
4952,Color,Small
5638,Size,Red
2542,Size,Medium
510,Color,Deluxe
4155,Edition,1 Year
5727,Warranty,Blue
3843,Size,Green
5626,Color,Green
7314,Size,Small
6526,Edition,2 Year
7369,Edition,Standard
3262,Size,Standard
6697,Size,Red
2241,Size,1 Year
5573,Warranty,Green
6961,Edition,Deluxe
6427,Edition,2 Year
1218,Size,Small
4218,Size,2 Year
5554,Color,Medium
6256,Color,Deluxe
431,Warranty,1 Year
619,Color,1 Year
428,Size,Blue
3711,Edition,Small
6265,Edition,Blue
6591,Edition,1 Year
2217,Color,Red
2306,Warranty,2 Year
5147,Edition,Deluxe
4781,Size,2 Year
4865,Size,Deluxe
6120,Warranty,Blue
44,Color,Standard
2981,Color,Large
1458,Warranty,Small
2116,Edition,Red
5492,Warranty,Green
1461,Warranty,1 Year
2218,Edition,Standard
2913,Edition,Small
4216,Size,Large
1082,Size,Medium
6438,Warranty,2 Year
3996,Color,Red
7743,Warranty,Small
486,Size,Green
1181,Edition,Green
7555,Size,Standard
6710,Warranty,Small
6315,Warranty,Red
2240,Color,Standard
4703,Warranty,Blue
148,Color,Small
4991,Warranty,Large
7605,Color,1 Year
6440,Color,Green
4232,Color,Green
2694,Edition,Small
1979,Size,Green
7454,Edition,Blue
96,Warranty,Green
4788,Edition,Green
3218,Warranty,Large
941,Color,Standard
151,Warranty,Blue
2,Edition,Green
1939,Color,Green
7359,Color,Blue
741,Size,Deluxe
7863,Warranty,Deluxe
592,Color,Deluxe
7784,Edition,Deluxe
905,Size,Red
982,Edition,2 Year
3493,Warranty,2 Year
7319,Edition,Medium
6685,Color,Standard
2829,Warranty,2 Year
563,Warranty,Small
1049,Edition,1 Year
7678,Size,1 Year
929,Color,Medium
4529,Color,Small
2121,Warranty,Large
1760,Edition,2 Year
3651,Color,Medium
5095,Warranty,Small
2038,Color,Small
4851,Size,Deluxe
7096,Warranty,Standard
4204,Color,Red
3295,Size,Large
985,Size,Small
1008,Edition,Large
4608,Size,1 Year
3788,Edition,Medium
865,Color,Standard
6219,Warranty,Green
6268,Color,Standard
6178,Edition,Medium
4873,Size,Green
4271,Warranty,1 Year
6412,Warranty,Standard
5190,Color,Red
884,Size,Small
2086,Color,Deluxe
5815,Color,Medium
1342,Size,Green
3258,Size,Medium
6465,Warranty,Blue
1805,Size,Standard
2783,Size,Blue
5436,Edition,2 Year
7311,Size,2 Year
952,Color,Green
4514,Color,Deluxe
2393,Color,Small
1178,Size,Standard
3869,Color,Red
5406,Size,Large
7252,Edition,Small
