uid,pid1,pid2,pid3,pid4,pid5,pid6,pid7,pid8,pid9,pid10
635,0,0,0,0,0,0,0,0,0,0
636,6,5,0,0,5,0,0,0,0,0
637,0,0,0,0,0,0,0,0,0,0
638,0,0,0,0,0,0,0,0,0,0
639,0,0,0,0,0,0,0,0,0,0
640,64,19,9,27,99,17,47,175,79,44
641,0,0,0,0,0,0,0,0,0,0
642,0,0,0,0,0,0,0,0,0,0
643,0,0,0,0,0,0,0,0,0,0
644,10,2,8,0,0,0,0,0,0,0
645,0,0,0,0,0,0,0,0,0,0
646,0,0,0,0,0,0,0,0,0,0
647,0,0,0,0,0,0,0,0,0,0
648,0,2,0,0,0,0,0,0,0,0
649,175,154,94,29,31,75,1,52,0,0
650,0,0,0,0,0,0,0,0,0,0
651,0,0,0,0,0,0,0,0,0,0
652,0,0,0,0,0,0,0,0,0,0
653,0,0,0,0,0,0,0,0,0,0
654,0,0,0,0,0,0,0,0,0,0
655,0,0,3,0,0,0,0,0,0,0
656,0,0,0,0,0,0,0,0,0,0
657,0,0,0,0,0,0,0,0,0,0
658,33,138,115,23,113,51,14,140,141,45
659,0,0,0,0,5,0,0,0,9,0
660,0,0,0,0,0,0,0,0,0,0
661,0,0,0,0,0,0,0,0,0,0
662,0,0,0,0,0,0,0,0,0,0
663,0,0,0,4,0,6,7,0,9,0
664,0,0,0,0,0,0,0,0,0,0
665,0,0,0,0,0,0,0,0,0,0
666,0,0,0,0,0,0,0,0,0,0
667,0,0,0,0,0,0,0,0,0,0
668,0,0,0,0,0,0,0,0,0,0
669,164,186,146,136,162,152,0,0,0,0
670,0,0,0,0,0,0,0,0,0,0
671,35,118,117,171,158,70,65,84,144,115
672,0,0,0,0,0,0,0,0,0,0
673,0,0,0,0,0,0,0,0,0,0
674,0,0,0,0,0,0,0,0,0,0
675,0,0,0,0,0,0,0,0,0,0
676,0,0,0,0,0,0,0,0,0,0
677,0,0,0,0,0,0,0,0,0,0
678,0,0,0,0,0,0,0,0,0,0
679,0,0,0,0,0,0,0,0,0,0
680,0,0,0,0,0,0,0,0,0,0
681,0,0,0,0,0,6,0,0,0,0
682,0,0,0,0,0,0,0,0,0,0
683,0,0,0,0,0,0,0,0,0,0
684,0,0,0,0,0,0,0,0,0,0
685,0,0,0,0,0,0,0,0,0,0
686,1,5,0,4,0,0,7,0,0,10
687,0,0,0,0,0,0,0,0,0,0
688,0,0,0,0,0,0,0,0,0,0
689,0,0,0,0,0,0,0,0,0,0
690,0,0,0,0,0,0,0,0,0,0
691,9,5,4,0,0,0,7,0,0,0
692,16,192,177,77,197,2,179,138,1,137
693,0,0,0,0,0,0,0,0,0,0
694,0,0,0,0,0,0,0,0,0,10
695,0,0,0,0,0,0,0,0,0,0
696,0,0,0,0,0,6,0,0,0,0
697,141,104,18,121,65,197,106,100,173,68
698,0,0,0,0,0,0,0,0,9,0
699,191,5,10,144,194,0,0,0,0,0
700,0,0,0,0,0,0,0,0,0,0
701,0,0,0,0,0,0,0,0,0,0
702,0,0,0,4,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0
704,0,0,0,0,0,0,0,0,0,0
705,0,0,0,0,0,0,0,0,0,0
706,0,0,0,0,0,0,0,0,0,0
707,0,0,0,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,0,0,0
709,0,0,0,0,0,0,0,0,0,0
710,0,0,0,0,0,0,0,0,0,0
711,0,0,0,0,0,0,0,0,0,0
712,0,0,0,0,0,0,0,0,0,0
713,0,0,0,0,0,0,0,0,0,0
714,0,0,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0,0,0,0
716,0,0,0,0,0,0,0,0,0,0
717,0,0,0,0,0,0,0,0,0,0
718,0,0,0,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0
720,0,2,0,0,0,6,7,8,0,10
721,24,78,81,106,18,146,169,55,68,128
722,9,8,4,0,0,0,0,0,0,10
723,0,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,0,0,0
725,0,0,0,0,0,0,0,0,0,0
726,0,2,0,0,0,0,0,0,0,0
727,9,2,8,0,0,0,7,0,0,0
728,0,0,0,0,0,0,0,0,0,0
729,0,0,0,0,0,0,0,0,0,0
730,0,0,0,0,0,0,0,0,0,0
731,0,0,0,0,0,0,0,0,0,0
732,0,0,0,0,0,0,0,0,0,0
733,0,0,0,0,0,0,0,0,0,0
734,0,0,0,0,0,0,0,0,0,0
735,0,0,0,0,0,0,0,0,0,0
736,176,91,97,80,83,54,180,26,20,43
737,53,198,85,32,30,111,174,46,71,0
738,0,0,0,0,0,0,0,0,0,0
739,0,0,0,0,0,0,0,0,0,0
740,167,144,184,193,152,42,183,71,0,0
741,0,0,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0,0
743,0,0,0,0,0,0,0,0,0,0
744,0,0,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0,0
746,10,0,0,0,0,0,7,0,0,0
747,0,2,3,4,0,6,7,0,0,0
748,0,0,0,0,0,0,0,0,0,0
749,59,145,15,157,85,79,196,91,189,8
750,98,42,122,175,65,71,127,187,65,46
751,0,0,0,0,0,0,0,0,0,0
752,0,0,0,0,0,0,0,0,0,0
753,0,0,0,0,0,0,0,0,0,0
754,0,0,0,0,0,0,0,0,0,0
755,0,0,0,0,0,0,0,0,0,0
756,0,0,0,0,0,0,0,0,0,0
757,0,0,0,0,0,0,0,0,0,0
758,95,136,196,176,78,135,75,173,162,51
759,0,0,0,0,0,0,0,0,0,0
760,0,0,0,0,0,0,0,0,0,0
761,0,0,0,0,0,0,0,0,0,0
762,0,0,0,4,0,0,0,0,0,0
763,0,0,0,0,0,0,0,0,0,0
764,8,10,3,4,5,9,7,0,9,0
765,0,0,0,0,0,0,0,0,0,0
766,0,0,0,0,0,0,0,0,0,0
767,6,185,13,45,74,26,128,88,183,101
768,0,0,0,0,0,0,0,0,0,0
769,0,0,0,0,0,0,0,0,0,0
770,0,0,0,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0,0,0,0
772,64,40,109,64,88,132,73,22,0,0
773,0,0,0,0,0,0,0,0,0,0
774,0,0,0,0,0,0,0,0,0,0
775,0,0,0,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0,0,0,0
777,0,0,3,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0
779,8,0,0,0,0,0,0,0,0,10
780,0,0,0,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0,0,0,0
783,0,0,0,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0,0,0,0
785,1,0,0,4,5,0,0,0,0,10
786,0,0,0,0,5,0,0,0,0,0
787,0,0,0,0,0,0,0,0,0,0
788,0,0,0,0,0,0,0,0,0,0
789,0,2,0,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0,0,0,0
792,27,147,94,73,31,132,48,4,52,132
793,0,2,0,0,5,0,0,0,9,10
794,0,0,0,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0
801,0,0,0,0,0,0,0,8,0,0
802,0,0,0,0,0,0,0,0,0,0
803,54,34,137,6,79,81,130,50,5,2
804,0,0,3,0,0,0,0,0,0,0
805,0,0,0,0,0,0,0,0,0,0
806,0,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0
808,0,0,0,0,0,0,0,0,0,0
809,0,0,0,0,0,0,0,0,0,0
810,0,0,0,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0
814,82,18,36,114,174,72,99,143,52,88
815,0,0,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,6,0,0,0,0
818,0,0,0,0,0,0,0,0,0,0
819,150,183,31,4,124,152,111,158,6,0
820,0,0,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0
823,0,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0,0,0
827,10,109,173,9,43,133,51,54,155,199
828,0,0,0,0,0,0,0,0,0,0
829,0,0,0,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0,0,0,0
832,1,0,0,0,0,0,0,0,0,0
833,0,0,0,0,0,0,0,0,0,0
834,2,0,0,4,0,0,0,0,0,0
835,0,0,0,0,0,6,0,0,0,0
836,0,0,0,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0,0,0,0
838,0,0,0,0,0,0,0,0,0,0
839,0,0,0,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0,0,0,0
841,0,0,0,0,0,0,0,0,0,0
842,0,0,0,0,0,0,0,0,0,0
843,0,0,0,0,0,0,0,0,0,0
844,80,194,30,152,12,40,187,93,190,131
845,101,103,185,5,125,117,193,0,0,0
846,0,0,0,0,0,0,0,0,0,0
847,3,9,0,0,0,6,0,0,0,0
848,0,0,0,0,0,0,0,0,0,0
849,0,2,3,0,0,6,0,0,9,0
850,0,2,3,4,0,6,0,0,9,0
851,0,0,0,0,0,0,0,0,0,0
852,0,0,0,0,0,0,0,0,0,0
853,0,0,0,0,0,0,0,0,0,0
854,130,73,124,91,200,77,44,2,0,0
855,0,0,0,0,0,0,0,0,0,0
856,0,0,0,0,0,0,0,0,0,0
857,72,39,133,150,85,185,173,132,122,85
858,99,194,113,5,184,171,56,29,32,23
859,0,0,0,0,0,0,0,0,0,0
860,0,0,0,0,0,0,0,0,0,0
861,0,0,0,0,0,0,0,0,0,0
862,0,0,0,0,0,0,0,0,0,0
863,1,9,3,10,0,0,7,0,0,10
864,0,0,0,0,0,0,0,0,0,0
865,1,0,0,0,0,0,0,0,0,0
866,0,0,0,0,0,0,0,0,0,0
867,0,0,0,0,0,0,0,0,0,0
868,0,0,0,0,0,0,0,0,0,0
869,0,0,0,0,0,0,0,0,0,0
870,0,2,0,0,0,0,0,0,0,0
871,0,0,0,0,0,0,0,0,0,0
872,193,36,53,6,188,127,4,42,0,0
873,0,0,0,0,0,0,0,0,0,0
874,0,0,0,0,0,0,0,0,0,0
875,1,3,3,8,0,6,0,0,0,0
876,0,0,0,0,0,0,0,0,0,0
877,0,0,0,0,0,0,0,0,0,0
878,0,0,0,0,0,0,0,0,0,0
879,0,0,0,0,0,0,0,0,0,0
880,0,0,0,0,0,0,0,0,0,0
881,0,0,0,0,0,0,0,0,0,0
882,0,0,0,0,0,0,0,0,0,0
883,0,0,0,0,0,0,0,0,0,0
884,0,0,0,0,0,0,0,0,0,10
885,0,0,0,0,0,0,0,0,0,0
886,0,0,0,0,0,0,0,0,0,0
887,0,0,0,0,0,0,0,0,0,0
888,0,0,0,0,0,0,0,0,0,0
889,0,0,0,0,0,0,0,0,0,0
890,0,0,0,0,0,0,0,0,0,0
891,0,0,0,0,0,0,0,0,0,0
892,0,0,0,0,0,0,0,0,0,0
893,89,152,66,147,52,4,187,3,0,0
894,0,0,0,0,0,0,0,0,0,0
895,0,0,0,0,0,0,0,0,0,0
896,0,0,0,0,0,0,0,0,0,0
897,0,0,0,0,0,0,0,0,9,0
898,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0
900,0,0,0,0,0,0,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0
902,0,0,0,0,0,0,0,0,0,0
903,0,0,0,0,0,0,0,0,0,0
904,0,2,3,4,5,0,0,0,9,0
905,0,0,0,0,0,0,0,0,0,0
906,0,0,0,0,0,0,0,0,0,0
907,0,0,0,0,0,0,0,0,0,0
908,0,0,0,0,0,0,7,0,0,0
909,0,0,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0,0,0,9,0
912,168,135,107,98,57,55,38,77,62,6
913,0,0,0,0,0,0,0,0,0,0
914,0,0,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0,0,0
916,1,0,0,0,5,0,0,0,0,10
917,0,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0,0,0,0,0
919,0,0,0,0,0,0,0,0,0,0
920,0,2,0,0,0,0,0,0,0,0
921,0,0,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,0,9,0
923,0,0,0,0,0,0,0,0,0,0
924,4,0,0,4,0,0,0,0,0,0
925,5,6,9,0,0,0,7,0,0,10
926,0,0,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0,10
928,0,0,0,0,0,0,0,0,0,0
929,4,0,0,0,0,0,0,0,0,10
930,0,0,0,0,0,0,0,0,0,0
931,1,0,0,0,0,0,0,8,9,0
932,5,7,3,6,0,0,0,0,0,0
933,0,0,3,0,0,0,0,0,0,0
934,1,0,0,0,0,0,0,0,0,0
935,0,0,0,0,0,0,0,0,0,0
936,0,0,0,0,0,0,0,0,0,0
937,0,0,0,0,0,0,0,0,0,0
938,0,0,0,0,0,0,0,0,0,0
939,0,0,0,0,0,0,0,0,0,0
940,0,0,0,0,0,0,0,0,0,0
941,0,0,0,0,0,0,0,0,0,0
942,29,121,102,187,198,190,10,12,126,63
943,199,37,182,99,141,53,97,168,184,32
944,0,0,0,0,0,0,0,0,0,0
945,0,0,0,0,0,0,0,0,0,0
946,0,0,0,0,0,0,0,0,0,0
947,0,0,0,0,0,0,0,0,0,0
948,0,0,0,0,0,0,0,0,0,0
949,0,0,0,0,0,0,0,0,0,0
950,0,0,0,0,0,0,0,0,0,0
951,0,0,0,0,0,0,0,0,0,0
952,0,0,0,0,0,0,0,0,0,0
953,8,0,0,0,5,6,7,8,9,0
954,0,0,0,0,0,0,0,0,0,0
955,0,0,0,0,0,0,0,0,0,0
956,0,0,0,0,0,0,0,0,0,0
957,5,10,0,0,0,0,0,0,9,0
958,0,0,0,0,0,0,0,0,0,0
959,0,0,0,0,0,0,0,0,0,0
960,0,0,0,0,0,0,0,0,0,0
961,0,0,0,0,0,0,0,0,0,0
962,2,10,0,0,0,6,0,0,0,0
963,0,0,0,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,0,0,0
965,0,0,0,0,0,0,0,0,0,0
966,0,2,0,0,0,0,0,0,0,0
967,0,0,0,0,0,0,0,8,0,10
968,15,62,196,145,169,149,200,183,157,161
969,0,0,0,0,0,0,0,0,0,0
970,0,0,0,0,0,0,0,0,0,0
971,0,0,0,0,0,0,0,0,0,0
972,0,0,0,0,0,0,0,0,0,0
973,0,0,0,0,0,0,0,0,0,0
974,0,0,0,0,0,0,0,0,0,0
975,0,0,0,0,0,0,0,0,0,0
976,0,0,0,0,0,0,0,0,0,0
977,0,0,0,0,0,0,0,0,0,0
978,0,0,0,0,0,0,0,0,0,0
979,0,0,0,0,0,0,0,0,0,0
980,25,196,43,73,184,63,54,142,0,0
981,0,0,0,0,0,0,0,0,0,0
982,1,3,9,0,0,0,7,0,0,0
983,1,0,3,0,0,0,0,0,0,0
984,0,0,0,0,0,0,0,0,0,0
985,0,0,0,0,0,0,0,0,0,0
986,0,0,0,0,0,0,0,0,0,0
987,0,0,0,0,0,0,0,0,0,0
988,0,0,3,0,0,0,0,0,0,0
989,0,0,0,0,0,0,0,0,0,0
990,0,0,0,0,0,0,0,0,0,0
991,0,0,0,0,0,0,0,0,0,0
992,0,0,0,0,0,0,0,0,0,0
993,133,46,8,45,165,94,160,124,58,85
994,0,0,0,0,0,0,0,0,0,0
995,0,0,0,0,0,0,0,0,0,0
996,1,2,3,0,0,0,7,0,9,0
997,0,0,0,0,0,0,0,0,0,0
998,7,9,0,4,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0,0,0
1001,0,0,0,0,0,0,0,0,0,0
1002,0,0,0,0,0,0,0,0,0,0
1003,0,0,0,0,0,0,0,0,0,0
1004,0,0,0,0,0,0,0,0,0,0
1005,0,0,0,0,0,0,0,0,0,0
1006,4,2,3,0,5,0,7,0,0,0
1007,0,0,0,0,0,0,0,0,0,0
1008,0,0,0,0,0,0,0,0,0,0
1009,0,0,0,0,0,0,0,0,0,0
1010,120,189,48,49,53,178,45,166,33,50
1011,0,0,0,0,0,0,0,0,0,0
1012,118,30,36,115,78,146,70,49,45,67
1013,0,0,0,0,0,0,0,0,0,0
1014,0,0,0,0,0,0,0,0,0,0
1015,0,0,0,0,0,0,0,0,0,0
1016,0,0,0,0,0,0,0,0,0,0
1017,0,0,0,0,0,0,0,0,0,0
1018,8,5,0,0,5,0,0,0,0,0
1019,0,0,0,0,0,0,0,0,0,0
1020,0,0,0,0,0,0,0,0,0,0
1021,0,0,0,0,0,0,0,0,0,0
1022,0,0,0,4,0,0,0,0,0,0
1023,0,0,0,0,0,0,0,0,0,0
1024,0,0,0,0,0,0,0,0,0,0
1025,0,0,0,4,0,0,0,0,0,0
1026,68,95,138,96,182,166,0,0,0,0
1027,3,2,10,0,0,0,0,0,0,0
1028,0,0,0,0,0,0,0,0,0,0
1029,0,0,0,0,0,0,0,0,0,0
1030,0,0,0,0,0,0,0,0,0,0
1031,0,0,0,0,0,0,0,0,0,0
1032,0,0,0,0,0,0,0,0,0,0
1033,0,0,0,0,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,0,0,0
1035,0,0,0,0,0,0,0,0,0,0
1036,0,0,0,0,0,0,0,0,0,0
1037,0,0,0,4,0,0,0,0,0,0
1038,0,0,0,0,0,0,0,0,0,0
1039,0,0,0,0,0,0,0,0,0,0
1040,0,0,0,0,0,0,0,0,0,0
1041,0,2,3,4,0,6,0,0,0,0
1042,0,0,0,0,0,0,0,0,0,0
1043,0,0,0,0,0,0,0,0,0,0
1044,0,0,0,0,0,0,0,0,0,0
1045,116,189,44,134,90,89,184,0,0,0
1046,0,0,0,0,0,0,7,0,0,0
1047,0,0,0,0,0,0,0,0,0,0
1048,0,0,0,0,0,0,0,0,0,0
1049,0,0,0,0,0,0,0,0,0,0
1050,0,0,0,0,0,0,0,0,0,0
1051,0,0,0,0,0,0,0,0,0,0
1052,0,0,0,0,0,0,0,0,0,0
1053,0,0,0,0,0,0,0,0,0,0
1054,149,175,184,152,56,148,112,82,17,157
1055,0,0,0,0,0,0,0,0,0,0
1056,0,0,0,0,0,0,0,0,0,0
1057,195,183,60,192,64,77,197,61,51,112
1058,0,0,0,0,0,0,0,0,0,0
1059,0,0,0,0,0,0,0,0,0,0
1060,0,0,0,0,0,0,0,0,0,0
1061,0,0,0,0,0,0,0,0,0,0
1062,0,0,0,0,0,0,0,0,0,0
1063,101,136,86,94,149,115,161,182,169,93
1064,0,0,0,0,0,0,0,0,0,0
1065,137,65,190,181,79,188,8,60,69,18
1066,0,0,0,0,0,0,0,0,0,0
1067,0,0,0,0,0,0,0,0,0,0
1068,9,23,93,27,200,109,0,0,0,0
1069,0,0,0,0,0,0,0,0,0,0
1070,0,0,0,0,0,0,0,0,0,0
1071,0,0,0,0,0,0,0,0,0,0
1072,0,0,0,0,0,0,0,0,0,0
1073,0,0,0,0,0,0,0,0,0,0
1074,0,0,0,0,0,0,0,0,0,0
1075,0,0,0,0,0,0,0,0,0,0
1076,0,0,0,0,0,0,0,0,0,0
1077,0,0,0,0,0,0,0,0,0,0
1078,0,0,0,0,0,0,0,0,0,0
1079,0,0,0,0,0,0,0,0,0,0
1080,0,0,0,0,0,0,7,0,0,0
1081,0,0,0,0,5,0,0,0,0,0
1082,0,0,0,0,0,0,0,0,0,0
1083,0,0,0,0,0,0,0,0,0,0
1084,0,0,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,0,0,0,0,10
1086,0,0,0,0,0,0,0,0,0,0
1087,0,0,0,0,0,0,0,0,0,0
1088,0,0,0,0,0,0,0,0,0,0
1089,159,9,67,3,29,141,81,36,22,130
1090,0,0,0,0,0,0,0,0,0,0
1091,121,132,68,115,60,36,157,0,0,0
1092,0,0,0,0,0,0,0,0,0,0
1093,0,0,0,0,0,0,0,0,0,0
1094,0,0,0,0,0,0,0,0,0,0
1095,0,0,0,0,0,0,0,0,0,0
1096,0,0,0,0,0,0,0,0,0,0
1097,0,0,0,0,0,0,0,0,0,0
1098,9,2,3,0,0,0,0,8,9,0
1099,0,0,0,0,0,0,0,0,0,0
1100,90,68,193,67,21,148,0,0,0,0
1101,0,0,0,0,0,0,0,0,0,0
1102,0,0,0,0,0,0,0,0,0,0
1103,0,0,3,0,5,0,7,8,0,10
1104,0,0,0,0,0,0,0,0,0,0
1105,0,0,0,0,0,0,0,0,0,0
1106,0,0,0,0,0,0,0,0,0,0
1107,0,0,0,0,0,0,0,0,0,0
1108,0,0,0,0,0,0,0,0,0,10
1109,0,0,0,0,0,0,0,0,0,0
1110,117,60,56,2,198,103,67,0,0,0
1111,28,23,3,39,33,49,43,123,89,76
1112,0,0,0,0,0,0,0,0,0,0
1113,0,0,0,0,0,0,0,0,0,0
1114,0,0,0,0,0,0,0,0,0,0
1115,0,0,0,0,0,0,0,0,0,0
1116,0,0,0,0,0,0,0,0,0,0
1117,0,0,0,0,0,0,0,0,0,0
1118,0,0,0,0,0,0,0,0,0,0
1119,0,0,0,0,0,0,0,8,0,0
1120,0,0,0,0,0,0,0,0,0,0
1121,0,0,0,0,0,0,0,0,0,0
1122,0,0,0,0,0,0,0,0,0,0
1123,0,0,0,0,0,0,0,0,0,0
1124,154,173,136,136,157,161,15,39,149,156
1125,0,0,0,0,0,0,0,0,0,0
1126,0,0,0,0,0,0,0,0,0,0
1127,0,0,0,0,0,0,0,0,0,0
1128,0,0,0,0,0,0,0,0,0,0
1129,0,0,0,0,0,0,0,0,0,0
1130,0,0,0,0,0,0,0,0,0,0
1131,0,0,0,0,0,0,0,0,0,0
1132,6,0,0,0,0,0,0,0,9,0
1133,0,0,0,0,0,0,0,0,0,0
1134,0,0,0,0,0,0,0,0,0,0
1135,0,0,0,0,0,0,0,0,0,0
1136,0,0,3,0,0,0,0,0,0,0
1137,0,0,0,0,0,0,0,0,0,0
1138,0,0,0,0,0,0,0,0,9,0
1139,0,0,0,0,0,0,0,0,0,0
1140,0,0,0,0,0,0,0,0,0,0
1141,7,2,0,0,5,0,7,0,9,0
1142,0,0,0,0,0,0,0,0,0,0
1143,1,0,3,0,0,6,0,0,0,10
1144,149,21,195,164,11,142,111,112,1,9
1145,124,7,4,68,56,0,0,0,0,0
1146,0,0,0,0,0,0,0,0,0,0
1147,0,0,0,0,0,0,0,0,0,0
1148,0,0,0,0,0,0,0,0,0,0
1149,0,0,0,0,0,0,0,0,0,0
1150,0,0,0,0,0,0,0,0,0,0
1151,0,0,0,0,0,0,0,0,0,0
1152,0,0,0,0,0,0,0,0,0,0
1153,0,0,0,0,0,0,0,0,0,0
1154,8,1,9,0,0,0,7,0,0,0
1155,0,0,0,0,0,0,0,0,0,0
1156,0,0,0,0,0,0,0,0,0,0
1157,0,0,0,0,0,0,0,0,0,0
1158,0,0,0,0,0,0,0,0,0,0
1159,0,0,0,0,0,0,0,0,0,0
1160,0,0,0,0,0,0,0,0,0,0
1161,0,0,0,0,0,0,0,0,0,0
1162,0,0,0,0,0,0,0,0,0,10
1163,0,0,0,0,0,0,0,0,0,0
1164,0,0,0,4,0,0,0,0,0,0
1165,0,0,0,0,0,0,0,0,0,0
1166,0,0,0,0,0,0,0,0,0,0
1167,0,0,0,0,0,0,0,0,0,0
1168,0,0,0,0,0,0,0,8,9,0
1169,5,9,8,0,0,6,0,0,0,0
1170,0,0,0,0,0,0,0,0,0,0
1171,0,0,0,0,0,0,0,0,0,0
1172,0,0,0,0,0,0,0,0,0,0
1173,6,2,0,4,0,6,0,0,9,0
1174,0,0,0,0,0,0,0,0,0,0
1175,0,0,0,0,0,0,0,0,0,0
1176,5,1,3,0,0,0,7,0,0,0
1177,0,0,0,0,0,0,0,0,0,0
1178,3,7,3,10,0,0,0,8,9,0
1179,0,0,0,0,0,0,0,0,0,0
1180,0,0,0,0,0,0,0,0,0,0
1181,0,0,0,0,0,0,0,0,0,0
1182,4,2,0,0,0,0,0,0,0,0
1183,0,0,0,0,0,0,0,0,0,0
1184,0,0,0,0,0,0,0,0,0,0
1185,0,2,0,0,0,0,0,0,9,0
1186,0,0,3,4,0,0,0,0,0,0
1187,0,0,0,0,0,0,0,0,0,0
1188,0,0,3,0,0,0,0,0,0,0
1189,26,151,0,185,119,148,66,125,190,148
1190,43,172,37,102,95,193,166,155,0,0
1191,0,0,0,0,0,0,0,0,0,0
1192,0,0,0,0,0,0,0,0,0,0
1193,0,0,0,0,0,0,0,0,0,0
1194,0,0,0,0,0,0,0,0,0,0
1195,0,0,0,0,0,0,0,0,0,0
1196,0,0,0,0,0,0,0,0,0,0
1197,0,0,3,0,0,0,0,0,0,0
1198,0,0,0,0,0,0,0,0,0,0
1199,69,189,61,13,155,140,57,91,4,16
1200,0,0,0,0,0,0,0,0,0,0
1201,0,0,0,0,0,0,0,0,0,0
1202,0,0,0,0,0,0,0,0,0,0
1203,1,0,0,0,0,0,0,0,0,0
1204,6,2,3,0,0,0,0,8,9,0
1205,0,0,0,0,0,0,0,0,0,0
1206,0,0,0,0,0,0,0,0,0,0
1207,0,0,0,0,0,0,0,0,0,0
1208,0,2,0,0,0,0,0,0,0,0
1209,0,0,0,0,0,0,0,0,0,0
1210,0,0,0,0,0,0,0,0,0,0
1211,0,0,0,0,0,0,0,0,0,0
1212,0,0,0,0,0,0,0,0,0,0
1213,0,0,0,0,0,0,0,0,0,0
1214,0,0,0,0,0,0,0,0,0,0
1215,7,2,3,9,0,0,0,0,0,10
1216,156,162,90,166,75,61,126,115,59,146
1217,0,0,0,0,0,0,0,0,0,0
1218,0,0,0,0,0,0,0,0,0,0
1219,0,0,0,0,0,0,0,0,0,0
1220,0,0,0,0,0,0,0,0,0,0
1221,0,0,0,0,0,0,0,0,0,0
1222,9,4,1,0,0,6,0,0,0,0
1223,0,2,0,0,5,6,7,0,0,0
1224,0,0,0,0,0,0,0,0,0,0
1225,0,0,0,0,0,0,0,0,0,0
1226,157,156,79,6,7,118,122,83,114,158
1227,0,0,0,0,0,0,0,0,0,0
1228,0,0,0,0,0,0,0,0,0,0
1229,0,0,0,0,0,0,0,0,0,0
1230,0,0,0,0,0,0,0,0,0,0
1231,0,0,0,0,0,0,0,0,0,0
1232,0,0,0,0,0,0,0,0,0,0
1233,5,2,0,0,0,6,0,0,0,0
1234,0,0,0,0,0,0,0,0,0,0
1235,0,0,0,0,0,0,0,0,0,0
1236,0,0,0,0,0,0,0,0,0,0
1237,92,51,192,10,103,7,8,0,0,0
1238,0,0,0,0,0,0,0,0,0,0
1239,0,0,0,0,0,0,0,0,0,0
1240,0,0,0,0,0,0,0,0,9,0
1241,0,0,0,0,0,0,0,0,0,0
1242,0,0,0,0,0,0,0,0,0,0
1243,0,0,0,0,0,0,0,0,0,0
1244,0,0,3,4,0,0,7,0,0,0
1245,0,0,0,0,0,0,0,0,0,0
1246,0,0,0,0,0,0,0,0,0,0
1247,0,0,0,0,0,0,0,0,0,0
1248,0,0,0,0,0,0,0,0,0,0
1249,0,0,0,0,0,0,0,0,0,0
1250,0,0,0,0,0,0,0,0,0,0
1251,0,0,0,0,0,0,0,0,0,0
1252,8,2,0,0,0,0,7,0,0,0
1253,0,0,0,0,0,0,0,8,0,0
1254,0,0,0,0,0,0,0,0,0,0
1255,0,0,0,0,0,0,0,0,0,0
1256,0,2,0,0,0,0,0,0,0,0
