pid,clicks,visit_time,purchases,cat1,cat2
1962,21144,105720,2114,Garden,Indoor Gardening Supplies
1963,86182,430910,8618,Outdoor,Grilling Accessories
1964,62943,314717,6294,Food,Salsas & Dips
1965,96934,484670,9693,Food,Ice Cream Flavors
1966,18688,93440,1868,Food,Fruity Frozen Desserts
1967,61364,306822,6136,Clothing,Activewear Jackets
1968,70424,352121,7042,Food,Healthy Snacks
1969,77410,387051,7741,Food,Yogurt
1970,12086,60431,1208,Home,Decorative Wall Art & Accessories
1971,64915,324578,6491,Food,Meal Kits - Pasta
1972,27172,135861,2717,Food,Seasoning Blends
1973,13718,68592,1371,Kitchen,Cooking Tools & Utensils
1974,94894,474474,9489,Clothing,Sweaters
1975,91487,457435,9148,Food,Legumes
1976,93527,467636,9352,Food,Juice
1977,35872,179363,3587,Food,Poultry
1978,86166,430831,8616,Fitness,Recovery Tools
1979,92879,464395,9287,Outdoor,Camping Equipment
1980,96899,484499,9689,Food,Savory Snacks
1981,69033,345168,6903,Food,Croutons
1982,57984,289923,5798,Office,Writing Instruments
1983,71834,359173,7183,Food,Frozen Meals
1984,63778,318891,6377,Kitchen,Small Appliances
1985,17398,86994,1739,Fitness,Recovery Tools
1986,14564,72821,1456,Accessories,Watches
1987,8571,42857,857,Food,Frozen Vegetables
1988,85907,429536,8590,Audio,Headphones
1989,18967,94835,1896,Food,Marinades and Sauces
1990,28022,140113,2802,Food,Gourmet Snacks
1991,90107,450538,9010,Kitchen,Food Storage Solutions
1992,36748,183743,3674,Kitchen,Cooking Tools & Utensils
1993,19281,96408,1928,Pets,Pet Accessories
1994,30516,152584,3051,Food,Nuts
1995,36055,180279,3605,Pets,Pet Health and Care
1996,93133,465668,9313,Food,Healthy Snacks
1997,62635,313176,6263,Safety,Self-Defense Tools
1998,58639,293197,5863,Accessories,Mobile Accessories
1999,72557,362786,7255,Food,Healthy Snacks
2000,68649,343246,6864,Accessories,Tech Accessories
2001,12843,64216,1284,Food,Vegetables
2002,94220,471102,9422,Food,Cereals
2003,67182,335911,6718,Food,Cheese
2004,87033,435167,8703,Food,Pancakes & Waffles
2005,90455,452276,9045,Pets,Dog Accessories
2006,1815,9076,181,Kitchen,Sustainable Tableware
2007,3405,17027,340,Kitchen,Cooking Appliances
2008,46648,233240,4664,Food,Specialty Soups
2009,41548,207740,4154,Food,Frozen Meals
2010,72704,363524,7270,Food,Frozen Asian Meals
2011,28838,144190,2883,Food,Fruits
2012,74866,374332,7486,Food,Fresh Vegetables
2013,23692,118463,2369,Home,Wine Storage Solutions
2014,26668,133340,2666,Health,Oral Care & Hygiene
2015,81507,407535,8150,Kitchen,Kitchen Accessories
2016,23900,119502,2390,Health,Wellness & Relaxation
2017,47556,237784,4755,Food,Dips and Spreads
2018,94153,470768,9415,Food,Breads
2019,61634,308170,6163,Fitness,Recovery Tools
2020,71255,356279,7125,Electronics,Cables & Accessories
2021,29293,146469,2929,Clothing,Jackets
2022,26547,132735,2654,Kitchen,Food Storage Solutions
2023,38744,193721,3874,Food,Baking Ingredients
2024,31860,159302,3186,Food,Candy
2025,10627,53139,1062,Food,Pork
2026,40605,203027,4060,Food,Marinades
2027,74664,373324,7466,Clothing,Running Shorts
2028,97686,488431,9768,Outdoor,Camping Equipment
2029,23573,117868,2357,Food,Tea
2030,50445,252229,5044,Food,Beverages
2031,64390,321950,6439,Clothing,Headwear
2032,74830,374153,7483,Fitness,Strength Training Equipment
2033,5803,29017,580,Food,Red Meat
2034,66088,330442,6608,Accessories,Bags
2035,97476,487383,9747,Pets,Training Supplies
2036,59397,296989,5939,Food,Herbal Tea
2037,72046,360231,7204,Food,Bean Salads
2038,70304,351524,7030,Audio,Wireless Speakers
2039,42279,211396,4227,Storage,Storage Devices
2040,40761,203807,4076,Kitchen,Small Appliances
2041,51101,255507,5110,Food,Baking Kits
2042,84589,422947,8458,Bathroom,Shower Accessories
2043,91655,458279,9165,Food,Frozen Snacks
2044,26137,130687,2613,Outdoor,Grilling Accessories
2045,8378,41891,837,Food,Seafood
2046,91703,458517,9170,Food,Condiments
2047,21688,108440,2168,Food,Dairy Alternatives
2048,83555,417776,8355,Accessories,Personal Care
2049,49396,246982,4939,Garden,Garden Decor
2050,47379,236895,4737,Food,Frozen Meals
2051,93620,468104,9362,Books,Calendars
2052,90552,452761,9055,Food,Healthy Snacks
2053,93189,465947,9318,Clothing,Dress Shirts
2054,52194,260974,5219,Clothing,Shirts
2055,68768,343844,6876,Home,Home Organization
2056,50370,251850,5037,Food,Whole Grains
2057,12815,64078,1281,Office,Furniture
2058,18735,93678,1873,Food,Frozen Smoothies
2059,46765,233827,4676,Food,Seasoning Blends
2060,87564,437824,8756,Toys,Creative Arts & Crafts
2061,5154,25772,515,Clothing,Coats
2062,62404,312020,6240,Fitness,Hydration Gear
2063,44267,221338,4426,Home,Home Organization
2064,51919,259599,5191,Kitchen,Ice Cube Trays
2065,12273,61369,1227,Garden,Garden Tools
2066,59490,297451,5949,Food,Granola and Muesli
2067,9029,45147,902,Food,Fruit Spreads
2068,44563,222817,4456,Food,Nut Snacks
2069,61666,308334,6166,Clothing,Boots
2070,70666,353332,7066,Food,Cookies
2071,97307,486539,9730,Food,Frozen Meal Kits
2072,31029,155146,3102,Food,Marinades
2073,69715,348579,6971,Kitchen,Eco-Friendly Kitchen Products
2074,26188,130940,2618,Fitness,Wearable Technology
2075,80662,403313,8066,Food,Frozen Asian Meals
2076,35524,177623,3552,Home,Decorative Wall Art & Accessories
2077,28097,140486,2809,Food,Gourmet Rice
2078,78202,391010,7820,Accessories,Weather Accessories
2079,41537,207688,4153,Food,Mixes
2080,88467,442335,8846,Food,Frozen Desserts
2081,94384,471923,9438,Home,Lighting & Lamps
2082,75396,376983,7539,Kitchen,Kitchen Gadgets
2083,3200,16001,320,Food,Pastry Products
2084,96371,481858,9637,Electronics,Audio & Video Accessories
2085,41243,206218,4124,Food,Vegetable Snacks
2086,27099,135496,2709,Toys,Puzzles
2087,13520,67604,1352,Music,Accessories
2088,63459,317299,6345,Food,Smoothies
2089,37112,185563,3711,Food,Frozen Snacks
2090,45035,225177,4503,Clothing,Hoodies
2091,87904,439520,8790,Accessories,Kids' Bags
2092,26051,130255,2605,Food,Juice
2093,15783,78919,1578,Kitchen,Food Storage Solutions
2094,81717,408585,8171,Food,Sauces
2095,97006,485032,9700,Food,Drink Mixes
2096,36896,184480,3689,Fitness,Yoga Equipment
2097,97821,489106,9782,Food,Vegan Baked Goods
2098,55462,277311,5546,Food,Healthy Snacks
2099,10592,52963,1059,Home,Decorative Wall Art & Accessories
2100,71486,357431,7148,Kitchen,Baking Accessories
2101,84414,422071,8441,Toys,Jigsaw Puzzles
2102,34456,172281,3445,Clothing,Sports Apparel
2103,81961,409806,8196,Food,Breads
2104,1002,5011,100,Pets,Dog Accessories
2105,19543,97716,1954,Food,Baking Ingredients
2106,16170,80854,1617,Office,Office Accessories
2107,69602,348011,6960,Outdoor,Camping Equipment
2108,68971,344859,6897,Sports,Golf
2109,1639,8198,163,Home Appliances,Refrigerators
2110,19524,97624,1952,Food,Gourmet Snacks
2111,529,2646,52,Food,Prepared Poultry
2112,42237,211189,4223,Food,Savory Snacks
2113,59971,299856,5997,Fitness,Wearable Technology
2114,44472,222361,4447,Electronics,Computer Accessories
2115,49712,248562,4971,Food,Muffins
2116,91967,459835,9196,Electronics,Solar Power Accessories
2117,6083,30415,608,Food,Protein Supplements
2118,52801,264006,5280,Food,Vegetables
2119,7163,35815,716,Food,Sweet Snacks
2120,75544,377722,7554,Food,Bean Salads
2121,52236,261182,5223,Food,Canned Fruits
2122,46839,234199,4683,Food,Prepared Vegetables
2123,98,494,9,Garden,Garden Tools
2124,41334,206673,4133,Food,Creamy Soups
2125,65381,326905,6538,Food,Canned Legumes
2126,73500,367500,7350,Food,Frozen Grain Bowls
2127,96333,481667,9633,Smart Home,Smart Lighting
2128,28003,140015,2800,Accessories,Personal Care
2129,27645,138225,2764,Clothing,Casual Dresses
2130,56578,282893,5657,Food,Prepared Fruit
2131,34121,170607,3412,Kitchen,Small Appliances
2132,28407,142037,2840,Food,Herb Blends
2133,4547,22735,454,Electronics,Audio & Video Accessories
2134,88665,443325,8866,Furniture,Seating
2135,18167,90838,1816,Clothing,Dresses
2136,85959,429798,8595,Toys,Musical Toys
2137,65094,325474,6509,Accessories,Kids' Bags
2138,72577,362889,7257,Home,Decorative Wall Art & Accessories
2139,74023,370115,7402,Food,Nut Butters
2140,22533,112668,2253,Kitchen,Kitchen Storage & Organization
2141,18553,92766,1855,Food,Candy
2142,55903,279519,5590,Home,Home Organization
2143,69151,345757,6915,Food,Instant Soups
2144,84562,422812,8456,Health,Personal Care & Grooming
2145,33335,166677,3333,Food,Breakfast Cereals
2146,86469,432347,8646,Home Security,Smart Security
2147,77768,388844,7776,Home,Lighting & Lamps
2148,15633,78166,1563,Outdoor,Hiking Accessories
2149,12359,61797,1235,Clothing,Casual Shirts
2150,36597,182986,3659,Home,Home Fragrance & Accessories
2151,22235,111175,2223,Accessories,Mobile Accessories
2152,12197,60986,1219,Food,Fruits
2153,43842,219210,4384,Food,Oils
2154,38820,194101,3882,Clothing,Jackets
2155,70560,352801,7056,Health,Sleep & Relaxation
2156,55137,275688,5513,Bathroom,Shower Accessories
2157,51659,258299,5165,Fitness,Yoga Equipment
2158,56008,280043,5600,Photography,Tripods & Accessories
2159,74532,372664,7453,Kitchen,Food Storage Solutions
2160,90657,453287,9065,Food,Meat Snacks
2161,16806,84033,1680,Food,Sauces
2162,61014,305072,6101,Clothing,Headwear
2163,11177,55889,1117,Food,Sauces & Condiments
2164,58943,294718,5894,Food,Frozen Veggie Snacks
2165,24885,124427,2488,Garden,Gardening Accessories
2166,78999,394999,7899,Garden,Garden Decor
2167,83233,416169,8323,Automotive,Car Interior Accessories
2168,73520,367602,7352,Books,Journals
2169,13745,68728,1374,Food,Cheese
2170,93816,469082,9381,Food,Granola/Cereal
2171,37614,188072,3761,Food,Poultry
2172,88299,441497,8829,Pets,Grooming Supplies
2173,6732,33662,673,Food,Frozen Entrees
2174,7570,37854,757,Fitness,Cardio Equipment
2175,98655,493276,9865,Clothing,T-Shirts
2176,59630,298151,5963,Kitchen,Cooking Appliances
2177,95252,476260,9525,Outdoor,Camping Equipment
2178,54977,274886,5497,Kitchen,Small Appliances
2179,65174,325874,6517,Food,Granola
2180,82779,413899,8277,Food,Mustards
2181,22420,112103,2242,Kitchen,Small Appliances
2182,75312,376562,7531,Audio,Smart Speakers
2183,43346,216733,4334,Computers,Input Devices
2184,6254,31270,625,Food,Baking Mixes
2185,19088,95443,1908,Kitchen,Cooking Appliances
2186,19128,95642,1912,Tools,Hand Tools
2187,50379,251899,5037,Food,Whole Grains
2188,24600,123002,2460,Food,Desserts
2189,23195,115978,2319,Food,Savory Snacks
2190,38622,193113,3862,Food,Nut-Based Snacks
2191,76131,380655,7613,Clothing,Headwear
2192,96810,484052,9681,Toys,Educational Toys
2193,68883,344419,6888,Clothing,Casual Dresses
2194,82222,411112,8222,Toys,STEM Learning Toys
2195,14169,70846,1416,Art Supplies,Tattoo Supplies
2196,52624,263120,5262,Outdoor,Outdoor Recreation
2197,12868,64344,1286,Food,BBQ Sauces
2198,50936,254681,5093,Electronics,Home Entertainment Equipment
2199,7513,37567,751,Home,Home Organization
2200,73768,368843,7376,Food,Soups
2201,4495,22477,449,Food,Dairy Alternatives
2202,28405,142029,2840,Food,Pancakes & Waffles
2203,57208,286041,5720,Outdoor,Outdoor Accessories
2204,73499,367496,7349,Food,Citrus Seasonings
2205,95130,475653,9513,Food,Flavored Nuts
2206,61106,305534,6110,Food,Chocolate Snacks
2207,33011,165059,3301,Home,Home Fragrance & Accessories
2208,25959,129798,2595,Food,Creamy Soups
2209,61802,309012,6180,Fitness,Yoga Equipment
2210,66127,330637,6612,Food,Prepared Meals
2211,65895,329479,6589,Food,Gluten-Free Treats
2212,16973,84869,1697,Food,Natural Sauces
2213,47311,236555,4731,Toys,Educational Toys
2214,44313,221567,4431,Food,Olive Products
2215,92221,461109,9222,Outdoor,Garden Supplies
2216,48573,242867,4857,Food,Frozen Grain Bowls
2217,34792,173961,3479,Accessories,Bags
2218,6381,31909,638,Home,Lighting & Lamps
2219,69212,346063,6921,Kitchen,Small Appliances
2220,70469,352348,7046,Kitchen,Kitchen Gadgets
2221,11870,59352,1187,Food,Gourmet Ice Cream
2222,59427,297137,5942,Fitness,Hydration Gear
2223,82517,412589,8251,Clothing,Casual Dresses
2224,98679,493395,9867,Food,International Cuisine
2225,53638,268194,5363,Food,Coffee
2226,84640,423200,8464,Food,Healthy Breakfast Options
2227,44952,224763,4495,Crafts,Candle & Soap Making Supplies
2228,53059,265296,5305,Outdoor,Cycling Accessories
2229,25511,127555,2551,Electronics,Wireless Video Transmission
2230,92027,460136,9202,Food,Frozen Fruits
2231,74268,371342,7426,Outdoor,Outdoor Accessories
2232,37798,188991,3779,Food,Herbal Tea
2233,77466,387330,7746,Kitchen,Beverage Appliances
2234,68683,343415,6868,Food,Baking Mixes
2235,30802,154013,3080,Outdoor,Grills and Smokers
2236,35809,179049,3580,Pets,Pet Health and Care
2237,37671,188356,3767,Art Supplies,Painting Kits
2238,36879,184399,3687,Food,Sparkling Beverages
2239,29445,147228,2944,Fitness,Yoga Equipment
2240,36835,184177,3683,Food,Dairy Alternatives
2241,31888,159442,3188,Clothing,Shirts
2242,53036,265183,5303,Food,Dairy Spreads
2243,31443,157215,3144,Food,Sweet Snacks
2244,72510,362552,7251,Garden,Garden Tools
2245,9570,47851,957,Fitness,Yoga Equipment
2246,87911,439557,8791,Home,Bedding & Linens
2247,79115,395579,7911,Food,Whole Grains
2248,9354,46773,935,Home,Decorative Wall Art & Accessories
2249,95776,478883,9577,Food,Savory Snacks
2250,78873,394367,7887,Food,Specialty Grains
2251,3315,16578,331,Food,Healthy Meals
2252,30445,152228,3044,Home,Kitchen Accessories
2253,30286,151432,3028,Clothing,Sweaters
2254,95325,476626,9532,Clothing,Wallets
2255,98337,491686,9833,Safety,Disaster Preparedness
2256,71378,356891,7137,Food,Pork
2257,57186,285934,5718,Food,Frozen Entrees
2258,84288,421444,8428,Home,Home Decor
2259,71585,357928,7158,Music,Instruments
2260,23691,118459,2369,Toys,Building Toys
2261,99194,495974,9919,Fitness,Wearable Technology
2262,21986,109934,2198,Food,Nuts and Pretzels
2263,45286,226432,4528,Toys,Educational Toys
2264,95879,479397,9587,Kitchen,Kitchen Accessories
2265,55331,276656,5533,Office,Lighting
2266,94629,473147,9462,Garden,Gardening Accessories
2267,77828,389141,7782,Food,Frozen Pizza Crusts
2268,78556,392780,7855,Smart Home,Smart Plugs & Outlets
2269,80345,401727,8034,Pets,Travel Accessories
2270,39805,199028,3980,Food,Instant Meals
2271,27245,136227,2724,Toys,Educational Toys
2272,61666,308332,6166,Home,Seasonal Home Decor
2273,97795,488977,9779,Food,Dressings
2274,62352,311763,6235,Fitness,Yoga Equipment
2275,79194,395972,7919,Office,Office Supplies
2276,80389,401949,8038,Food,Spicy Sauces
2277,99973,499868,9997,Food,Japanese Cooking Kits
2278,36073,180367,3607,Clothing,Casual Dresses
2279,10738,53692,1073,Home,Home Fragrance & Accessories
2280,50430,252153,5043,Food,Chewy Candies
2281,48333,241665,4833,Books,Cookbooks & Nutrition
2282,23797,118986,2379,Books,Cookbooks & Nutrition
2283,23392,116963,2339,Beauty,Nail Care
2284,23611,118057,2361,Pets,Training Supplies
2285,72055,360275,7205,Food,Pies and Tarts
2286,20135,100676,2013,Art Supplies,Painting Kits
2287,48471,242357,4847,Fitness,Fitness Accessories
2288,77196,385981,7719,Toys,Outdoor Play Toys
2289,19377,96888,1937,Food,Yogurt
2290,6554,32770,655,Electronics,Solar Power Accessories
2291,51719,258599,5171,Clothing,Sleepwear
2292,49779,248895,4977,Food,Salsas & Dips
2293,88934,444672,8893,Food,Cookies
2294,54927,274636,5492,Beauty,Skincare
2295,83710,418551,8371,Food,Savory Snacks
2296,3891,19459,389,Home,Smart Home & Security
2297,86203,431015,8620,Food,Salsas and Dips
2298,57064,285320,5706,Clothing,Graphic Tees
2299,79507,397537,7950,Food,Fruit Spreads
2300,71314,356570,7131,Office,Lighting
2301,37519,187597,3751,Accessories,Mobile Accessories
2302,96091,480459,9609,Tools,Power Tools
2303,29028,145142,2902,Kitchen,Coffee Equipment
2304,48391,241959,4839,Food,Healthy Snacks
2305,57040,285201,5704,Kitchen,Baking Accessories
2306,47595,237978,4759,Smart Home,Smart Lighting
2307,6572,32864,657,Safety,Disaster Preparedness
2308,13479,67397,1347,Health,Oral Care & Hygiene
2309,4464,22322,446,Food,Oils
2310,54636,273183,5463,Food,Dairy Spreads
2311,41269,206348,4126,Food,Dairy Alternatives
2312,19967,99835,1996,Food,Granola & Muesli
2313,48524,242621,4852,Food,Marinated Poultry
2314,89852,449260,8985,Toys,Building Toys
2315,2447,12238,244,Fitness,Fitness Equipment
2316,85510,427553,8551,Bicycles,Accessories
2317,32771,163857,3277,Kitchen,Small Appliances
2318,95446,477230,9544,Clothing,Sports Apparel
2319,18618,93093,1861,Fitness,Strength Training Equipment
2320,16299,81499,1629,Food,Processed Meats
2321,67290,336451,6729,Automotive,Safety and Emergency Supplies
2322,53376,266882,5337,Audio,Wireless Audio Accessories
2323,73961,369805,7396,Pets,Grooming Supplies
2324,284,1423,28,Fitness,Yoga Equipment
2325,61352,306764,6135,Outdoor,Outdoor Accessories
2326,51002,255010,5100,Outdoor,Outdoor Recreation
2327,16579,82895,1657,Kitchen,Cooking Tools & Utensils
2328,74429,372147,7442,Food,Juice
2329,48674,243370,4867,Kitchen,Kitchen Accessories
2330,71976,359881,7197,Food,Frozen Fruits
2331,45997,229987,4599,Audio,Headphones & Earbuds
2332,78915,394579,7891,Food,Oils
2333,39834,199170,3983,Kitchen,Drinkware
2334,86381,431905,8638,Food,Cooking Oils
2335,84033,420167,8403,Food,Sweet Snacks
2336,93679,468395,9367,Outdoor,Grilling Accessories
2337,72941,364709,7294,Food,Broths
2338,20027,100135,2002,Food,Whole Grains
2339,5529,27646,552,Food,Breads
2340,68869,344347,6886,Electronics,Computer Accessories
2341,20650,103251,2065,Electronics,Mobile Accessories
2342,40153,200768,4015,Garden,Gardening Accessories
2343,33178,165891,3317,Food,Vegetable Mixes
2344,82951,414756,8295,Clothing,Dress Shirts
2345,1227,6135,122,Outdoor,Camping Equipment
2346,25775,128877,2577,Kitchen,Kitchen Gadgets
2347,15680,78403,1568,Smart Home,Home Security
2348,27882,139410,2788,Photography,Tripods & Accessories
2349,93974,469873,9397,Automotive,Phone Accessories
2350,95342,476710,9534,Pets,Pet Safety Gear
2351,23326,116630,2332,Electronics,Portable Power Solutions
2352,5122,25611,512,Food,Grain Blends
2353,46009,230045,4600,Pets,Grooming Supplies
2354,57178,285894,5717,Home Appliances,Heating Appliances
2355,761,3805,76,Home,Bedding & Linens
2356,55820,279100,5582,Food,Prepared Fruit
2357,32005,160026,3200,Food,Prepared Poultry
2358,56909,284548,5690,Food,Italian Cuisine
2359,27994,139972,2799,Clothing,Activewear
2360,28000,140004,2800,Food,Frozen Smoothies
2361,46663,233317,4666,Food,Pancakes & Waffles
2362,80773,403866,8077,Pets,Travel Accessories
2363,56274,281371,5627,Food,Cheese
2364,53827,269135,5382,Health,Sleep & Relaxation
2365,76887,384436,7688,Food,Beverages
2366,56917,284585,5691,Food,Frozen Snacks
2367,39634,198170,3963,Food,Salsas and Dips
2368,9937,49686,993,Home Appliances,Cleaning Appliances
2369,58593,292969,5859,Audio,Smart Speakers
2370,9566,47832,956,Food,Poultry
2371,52771,263859,5277,Food,Frozen Fruits
2372,71201,356009,7120,Clothing,Coats
2373,92600,463002,9260,Food,Savory Snacks
2374,40252,201264,4025,Clothing,T-Shirts
2375,64888,324440,6488,Food,Salsas
2376,98520,492604,9852,Food,Protein Snacks
2377,74067,370337,7406,Home,Kitchen Accessories
2378,96955,484778,9695,Food,Tea & Coffee Mixes
2379,70170,350852,7017,Food,Frozen Vegetarian Meals
2380,8063,40318,806,Kitchen,Baking Accessories
2381,54722,273613,5472,Food,Flours & Meals
2382,42367,211839,4236,Food,Chocolate Snacks
2383,94821,474105,9482,Automotive,Automotive Accessories
2384,32082,160413,3208,Food,Nuts and Trail Mix
2385,66906,334531,6690,Food,Frozen Pasta Dishes
2386,98722,493612,9872,Food,Frozen Snacks
2387,28270,141353,2827,Fitness,Cardio Equipment
2388,53574,267873,5357,Food,Pancakes & Waffles
2389,10616,53083,1061,Food,Protein Snacks
2390,12776,63880,1277,Home,Home Organization
2391,34972,174862,3497,Outdoor,Outdoor Accessories
2392,30192,150962,3019,Food,Seasonings & Mixes
2393,3212,16064,321,Food,Healthy Snacks
2394,29323,146616,2932,Fitness,Yoga Equipment
2395,47982,239911,4798,Kitchen,Coffee Equipment
2396,17092,85463,1709,Home,Decorative Wall Art & Accessories
2397,46226,231133,4622,Home Security,Cameras
2398,34792,173964,3479,Food,Frozen Desserts
2399,99405,497025,9940,Food,Ice Cream
2400,61175,305878,6117,Accessories,Bags
2401,56681,283409,5668,Pets,Dog Supplies
2402,39658,198290,3965,Food,Plant-Based Meals
2403,74383,371916,7438,Home,Bedding & Linens
2404,64450,322254,6445,Food,Herbal Tea
2405,13093,65465,1309,Books,Children's Educational Books
2406,74981,374909,7498,Food,Rice Dishes
2407,86224,431124,8622,Food,Grains
2408,55101,275507,5510,Garden,Garden Decor
2409,19283,96415,1928,Home,Lighting & Lamps
2410,64651,323258,6465,Food,Fruits
2411,87653,438265,8765,Food,Nuts and Trail Mix
2412,49957,249789,4995,Food,Healthy Snacks
2413,7152,35764,715,Clothing,Headwear
2414,80731,403658,8073,Food,Grain Blends
2415,14906,74531,1490,Beauty,Nail Care
2416,81682,408411,8168,Kitchen,Coffee Accessories
2417,11151,55758,1115,Outdoor,Hiking Accessories
2418,75544,377723,7554,Food,Seasoned Grains
2419,64415,322076,6441,Clothing,Athletic Footwear
2420,63631,318157,6363,Home,Decorative Wall Art & Accessories
2421,13181,65907,1318,Food,Cookies
2422,65516,327584,6551,Garden,Garden Supplies
2423,99486,497431,9948,Clothing,Dress Shirts
2424,51409,257048,5140,Home,Air Quality & Purification
2425,8849,44246,884,Food,Meal Kits
2426,72114,360573,7211,Food,Plant-Based Sauces
2427,53686,268432,5368,Food,Mixes
2428,74745,373726,7474,Health,Personal Care & Grooming
2429,54662,273311,5466,Food,Instant Breakfast
2430,40348,201740,4034,Electronics,Tablets for Kids
2431,47489,237449,4748,Footwear,Home Footwear
2432,78028,390142,7802,Accessories,Laptop Accessories
2433,93813,469068,9381,Food,Marinades
2434,16599,82996,1659,Home Security,Cameras
2435,54027,270136,5402,Food,Wraps and Flatbreads
2436,16980,84902,1698,Health,Injury Prevention & Recovery
2437,95121,475606,9512,Travel,Comfort Accessories
2438,90248,451241,9024,Clothing,Tank Tops
2439,57104,285521,5710,Clothing,Women's Footwear
2440,99735,498676,9973,Health,Injury Prevention & Recovery
2441,50253,251266,5025,Home,Lighting & Lamps
2442,12270,61353,1227,Office,Office Accessories
2443,2517,12585,251,Toys,Building Toys
2444,74274,371374,7427,Kitchen,Baking Accessories
2445,16719,83595,1671,Food,Condiments
2446,46680,233402,4668,Kitchen,Coffee Equipment
2447,44363,221817,4436,Beauty,Mirrors
2448,48425,242128,4842,Beauty,Skincare
2449,57203,286019,5720,Home,Decorative Wall Art & Accessories
2450,8534,42673,853,Sports,Snow Sports
2451,7745,38728,774,Accessories,Jewelry Storage
2452,54990,274951,5499,Computers,Input Devices
2453,26549,132747,2654,Kitchen,Cooking Tools & Utensils
2454,50113,250566,5011,Home Improvement,Outdoor Cleaning
2455,6384,31920,638,Outdoor,Outdoor Recreation
2456,58971,294858,5897,Outdoor,Camping Equipment
2457,29471,147355,2947,Clothing,T-Shirts
2458,57276,286383,5727,Kitchen,Coffee Equipment
2459,26099,130496,2609,Food,Savory Snacks
2460,66690,333451,6669,Kitchen,Barware
2461,79692,398463,7969,Gaming,Arcade Machines & Cabinets
2462,16234,81174,1623,Kitchen,Small Appliances
2463,28180,140903,2818,Food,Specialty Rice
2464,65083,325416,6508,Food,Seafood
2465,64558,322792,6455,Health,Pain Relief
2466,57091,285456,5709,Electronics,Charging Accessories
2467,68644,343221,6864,Food,Seasoning Blends
2468,48806,244033,4880,Home,Home Organization
2469,54838,274190,5483,Garden,Garden Supplies
2470,41160,205804,4116,Food,Soups & Broths
2471,44246,221230,4424,Gaming,Gaming Accessories
2472,77938,389694,7793,Food,Baking Kits
2473,3379,16899,337,Electronics,Mobile Accessories
2474,23550,117754,2355,Food,Garlic-Based Sauces
2475,568,2841,56,Clothing,Evening Wear
2476,33265,166327,3326,Food,Dips and Spreads
2477,14415,72076,1441,Kitchen,Cooking Appliances
2478,41486,207430,4148,Food,Dressing
2479,24635,123178,2463,Home,Bedding & Linens
2480,34195,170977,3419,Pets,Grooming Supplies
2481,72254,361272,7225,Kitchen,Blenders & Juicers
2482,54441,272209,5444,Food,Soups
2483,97213,486068,9721,Food,Plant-Based Seasonings
2484,75363,376815,7536,Books,Cookbooks & Nutrition
2485,3179,15899,317,Home Appliances,Cooling Appliances
2486,22054,110272,2205,Food,Supplements
2487,4195,20975,419,Food,Smoothies
2488,10775,53876,1077,Home,Decorative Wall Art & Accessories
2489,96964,484822,9696,Health,Safety & Protection
2490,63309,316548,6330,Food,Marinades and Sauces
2491,42639,213196,4263,Outdoor,Cycling Accessories
2492,39225,196125,3922,Food,Protein Snacks
2493,24452,122260,2445,Food,Savory Snacks
2494,47363,236818,4736,Office,Office Accessories
2495,39511,197556,3951,Food,Ice Cream Flavors
2496,69281,346406,6928,Kitchen,Small Appliances
2497,48166,240830,4816,Health,Aromatherapy & Wellness
2498,28890,144450,2889,Food,Frozen Vegan Meals
2499,29642,148214,2964,Books,Cookbooks & Nutrition
2500,40076,200384,4007,Automotive,Safety and Emergency Supplies
2501,73532,367663,7353,Food,Prepared Fruit
2502,46766,233833,4676,Food,Asian Condiments
2503,11044,55224,1104,Food,Prepared Poultry
2504,21771,108856,2177,Electronics,Computer Accessories
2505,83968,419843,8396,Food,Syrups
2506,15869,79347,1586,Clothing,Leggings
2507,6134,30673,613,Accessories,Kids' Bags
2508,10682,53410,1068,Clothing,Casual Pants
2509,27917,139585,2791,Food,Dairy Spreads
2510,63601,318008,6360,Home Appliances,Cooling Appliances
2511,77823,389117,7782,Fitness,Hydration Gear
2512,45793,228968,4579,Clothing,Graphic Tees
2513,5230,26150,523,Travel,Travel Accessories
2514,89966,449833,8996,Kitchen,Eco-Friendly Kitchen Products
2515,21343,106719,2134,Kitchen,Food Storage Solutions
2516,93188,465942,9318,Clothing,Jackets
2517,12551,62759,1255,Home,Kitchen Accessories
2518,91678,458394,9167,Kitchen,Cooking Tools & Utensils
2519,78214,391072,7821,Food,Olive Products
2520,76542,382710,7654,Photography,Digital Cameras
2521,84366,421831,8436,Food,Flatbreads
2522,29114,145572,2911,Electronics,Cameras & Photography
2523,27614,138071,2761,Food,Herbal Tea
2524,713,3569,71,Electronics,Portable Projectors
2525,67863,339316,6786,Kitchen,Small Appliances
2526,8936,44684,893,Food,Noodles
2527,88395,441979,8839,Food,Dressing
2528,16675,83377,1667,Home,Home Organization
2529,2249,11247,224,Smart Home,Smart Plugs & Outlets
2530,39079,195396,3907,Gaming,Gaming Accessories
2531,79191,395959,7919,Clothing,Loungewear
2532,14114,70573,1411,Gaming,Gaming Accessories
2533,32791,163956,3279,Food,Dressing
2534,41228,206140,4122,Home,Decorative Wall Art & Accessories
2535,49562,247810,4956,Food,Healthy Snacks
2536,17137,85689,1713,Kitchen,Cutting Boards & Utensils
2537,31006,155031,3100,Food,Herbal Tea
