pid,clicks,visit_time,purchases,cat1,cat2
1405,45968,229844,4596,Electronics,Portable Power Solutions
1406,80931,404657,8093,Electronics,Portable Projectors
1407,2366,11834,236,Electronics,Portable Projectors
1408,27037,135189,2703,Electronics,Portable Projectors
1409,66978,334891,6697,Electronics,Portable Projectors
1410,18827,94136,1882,Electronics,Portable Projectors
1411,80869,404347,8086,Electronics,Portable Projectors
1412,59486,297431,5948,Electronics,Portable Projectors
1413,15435,77179,1543,Electronics,Portable Projectors
1414,23086,115434,2308,Electronics,Portable Projectors
1415,32471,162358,3247,Electronics,Portable Projectors
1416,15131,75655,1513,Electronics,Portable Projectors
1417,34761,173808,3476,Electronics,Solar Power Accessories
1418,5788,28941,578,Electronics,Solar Power Accessories
1419,84717,423588,8471,Electronics,Solar Power Accessories
1420,54787,273938,5478,Electronics,Solar Power Accessories
1421,4131,20658,413,Electronics,Solar Power Accessories
1422,26572,132863,2657,Electronics,Solar Power Accessories
1423,21822,109110,2182,Electronics,Solar Power Accessories
1424,4592,22964,459,Electronics,Solar Power Accessories
1425,70351,351757,7035,Electronics,Solar Power Accessories
1426,94220,471100,9422,Electronics,Solar Power Accessories
1427,70859,354297,7085,Electronics,Solar Power Accessories
1428,54059,270298,5405,Electronics,Solar Power Accessories
1429,16036,80182,1603,Electronics,Solar Power Accessories
1430,26570,132851,2657,Electronics,Solar Power Accessories
1431,7125,35627,712,Electronics,Solar Power Accessories
1432,39013,195069,3901,Electronics,Solar Power Accessories
1433,48922,244613,4892,Electronics,Solar Power Accessories
1434,67363,336816,6736,Electronics,Solar Power Accessories
1435,82262,411311,8226,Electronics,Solar Power Accessories
1436,45087,225435,4508,Electronics,Solar Power Accessories
1437,32357,161786,3235,Electronics,Tablets for Kids
1438,46114,230573,4611,Electronics,Tablets for Kids
1439,36753,183769,3675,Electronics,Tablets for Kids
1440,90025,450129,9002,Electronics,Tablets for Kids
1441,32248,161244,3224,Electronics,Tablets for Kids
1442,92769,463847,9276,Electronics,Tablets for Kids
1443,29883,149415,2988,Electronics,Tablets for Kids
1444,85565,427826,8556,Electronics,Tablets for Kids
1445,42039,210198,4203,Electronics,Tablets for Kids
1446,39814,199074,3981,Electronics,Tablets for Kids
1447,33327,166638,3332,Electronics,Tablets for Kids
1448,79380,396901,7938,Electronics,Tablets for Kids
1449,621,3107,62,Electronics,Tablets for Kids
1450,31525,157626,3152,Electronics,Tablets for Kids
1451,69139,345696,6913,Electronics,Tablets for Kids
1452,80909,404548,8090,Electronics,Tablets for Kids
1453,21758,108791,2175,Electronics,Tablets for Kids
1454,30764,153824,3076,Electronics,Tablets for Kids
1455,39992,199964,3999,Electronics,Tablets for Kids
1456,16678,83391,1667,Electronics,Tablets for Kids
1457,92262,461311,9226,Electronics,Tablets for Kids
1458,74982,374910,7498,Electronics,Tablets for Kids
1459,17272,86362,1727,Electronics,Wireless Video Transmission
1460,94209,471049,9420,Electronics,Wireless Video Transmission
1461,90840,454203,9084,Electronics,Wireless Video Transmission
1462,16979,84895,1697,Electronics,Wireless Video Transmission
1463,30122,150614,3012,Electronics,Wireless Video Transmission
1464,62503,312518,6250,Electronics,Wireless Video Transmission
1465,11685,58426,1168,Electronics,Wireless Video Transmission
1466,58256,291281,5825,Electronics,Wireless Video Transmission
1467,57901,289507,5790,Electronics,Wireless Video Transmission
1468,15361,76807,1536,Fitness,Bikes & Cycling Equipment
1469,96722,483610,9672,Fitness,Bikes & Cycling Equipment
1470,24717,123587,2471,Fitness,Bikes & Cycling Equipment
1471,12788,63940,1278,Fitness,Bikes & Cycling Equipment
1472,1065,5326,106,Fitness,Cardio Equipment
1473,96225,481126,9622,Fitness,Cardio Equipment
1474,82465,412327,8246,Fitness,Cardio Equipment
1475,11391,56959,1139,Fitness,Cardio Equipment
1476,23572,117861,2357,Fitness,Cardio Equipment
1477,56002,280013,5600,Fitness,Cardio Equipment
1478,69763,348818,6976,Fitness,Cardio Equipment
1479,16852,84264,1685,Fitness,Cardio Equipment
1480,76016,380082,7601,Fitness,Cardio Equipment
1481,22500,112503,2250,Fitness,Cardio Equipment
1482,32641,163207,3264,Fitness,Cardio Equipment
1483,53919,269596,5391,Fitness,Cardio Equipment
1484,25527,127636,2552,Fitness,Cardio Equipment
1485,3206,16030,320,Fitness,Cardio Equipment
1486,28640,143202,2864,Fitness,Cardio Equipment
1487,98598,492993,9859,Fitness,Cardio Equipment
1488,62298,311494,6229,Fitness,Cardio Equipment
1489,29757,148785,2975,Fitness,Cardio Equipment
1490,72750,363751,7275,Fitness,Cardio Equipment
1491,73116,365580,7311,Fitness,Cardio Equipment
1492,90232,451164,9023,Fitness,Cardio Equipment
1493,11644,58224,1164,Fitness,Cardio Equipment
1494,27531,137655,2753,Fitness,Cardio Equipment
1495,81084,405420,8108,Fitness,Cardio Equipment
1496,11670,58350,1167,Fitness,Cardio Equipment
1497,59318,296593,5931,Fitness,Cardio Equipment
1498,1229,6147,122,Fitness,Cardio Equipment
1499,92672,463364,9267,Fitness,Cardio Equipment
1500,63433,317167,6343,Fitness,Cardio Equipment
1501,85552,427764,8555,Fitness,Cardio Equipment
1502,30916,154583,3091,Fitness,Cardio Equipment
1503,67585,337925,6758,Fitness,Cardio Equipment
1504,51350,256753,5135,Fitness,Cardio Equipment
1505,46669,233345,4666,Fitness,Cardio Equipment
1506,66301,331509,6630,Fitness,Cardio Equipment
1507,26302,131513,2630,Fitness,Cardio Equipment
1508,37122,185612,3712,Fitness,Cardio Equipment
1509,82440,412200,8244,Fitness,Cardio Equipment
1510,75486,377433,7548,Fitness,Fitness Accessories
1511,10889,54446,1088,Fitness,Fitness Accessories
1512,62881,314405,6288,Fitness,Fitness Accessories
1513,33448,167241,3344,Fitness,Fitness Accessories
1514,45999,229998,4599,Fitness,Fitness Accessories
1515,4972,24860,497,Fitness,Fitness Accessories
1516,8771,43856,877,Fitness,Fitness Accessories
1517,21068,105344,2106,Fitness,Fitness Accessories
1518,68725,343625,6872,Fitness,Fitness Accessories
1519,40161,200806,4016,Fitness,Fitness Accessories
1520,68723,343615,6872,Fitness,Fitness Accessories
1521,10907,54537,1090,Fitness,Fitness Accessories
1522,43711,218558,4371,Fitness,Fitness Accessories
1523,40735,203676,4073,Fitness,Fitness Accessories
1524,52315,261576,5231,Fitness,Fitness Equipment
1525,7803,39017,780,Fitness,Fitness Equipment
1526,3324,16622,332,Fitness,Fitness Equipment
1527,18616,93080,1861,Fitness,Fitness Equipment
1528,29785,148928,2978,Fitness,Fitness Equipment
1529,34973,174866,3497,Fitness,Fitness Equipment
1530,59127,295637,5912,Fitness,Fitness Equipment
1531,17765,88825,1776,Fitness,Fitness Equipment
1532,19383,96917,1938,Fitness,Health & Wellness Tools
1533,11908,59540,1190,Fitness,Health & Wellness Tools
1534,20993,104967,2099,Fitness,Health & Wellness Tools
1535,32730,163651,3273,Fitness,Health & Wellness Tools
1536,32422,162113,3242,Fitness,Health & Wellness Tools
1537,32969,164849,3296,Fitness,Health & Wellness Tools
1538,237,1187,23,Fitness,Health & Wellness Tools
1539,37113,185568,3711,Fitness,Health & Wellness Tools
1540,17685,88425,1768,Fitness,Health & Wellness Tools
1541,33055,165277,3305,Fitness,Health & Wellness Tools
1542,70008,350044,7000,Fitness,Health Monitoring Devices
1543,56945,284728,5694,Fitness,Health Monitoring Devices
1544,13193,65968,1319,Fitness,Health Monitoring Devices
1545,78630,393151,7863,Fitness,Health Monitoring Devices
1546,15327,76639,1532,Fitness,Health Monitoring Devices
1547,84176,420884,8417,Fitness,Health Monitoring Devices
1548,37061,185309,3706,Fitness,Health Monitoring Devices
1549,30186,150930,3018,Fitness,Health Monitoring Devices
1550,22916,114584,2291,Fitness,Hydration Gear
1551,86289,431447,8628,Fitness,Hydration Gear
1552,51967,259835,5196,Fitness,Hydration Gear
1553,44866,224334,4486,Fitness,Hydration Gear
1554,11777,58888,1177,Fitness,Hydration Gear
1555,12296,61480,1229,Fitness,Hydration Gear
1556,83211,416055,8321,Fitness,Hydration Gear
1557,55356,276781,5535,Fitness,Hydration Gear
1558,80566,402834,8056,Fitness,Hydration Gear
1559,87394,436972,8739,Fitness,Hydration Gear
1560,74666,373332,7466,Fitness,Hydration Gear
1561,86807,434038,8680,Fitness,Hydration Gear
1562,38569,192845,3856,Fitness,Hydration Gear
1563,93835,469178,9383,Fitness,Hydration Gear
1564,99472,497363,9947,Fitness,Hydration Gear
1565,44755,223778,4475,Fitness,Hydration Gear
1566,27541,137705,2754,Fitness,Hydration Gear
1567,553,2768,55,Fitness,Hydration Gear
1568,91662,458314,9166,Fitness,Hydration Gear
1569,49397,246988,4939,Fitness,Hydration Gear
1570,12804,64020,1280,Fitness,Hydration Gear
1571,5527,27639,552,Fitness,Hydration Gear
1572,35965,179829,3596,Fitness,Hydration Gear
1573,25222,126112,2522,Fitness,Hydration Gear
1574,85538,427692,8553,Fitness,Hydration Gear
1575,13242,66210,1324,Fitness,Hydration Gear
1576,70532,352661,7053,Fitness,Hydration Gear
1577,79860,399302,7986,Fitness,Hydration Gear
1578,44994,224970,4499,Fitness,Hydration Gear
1579,71095,355478,7109,Fitness,Hydration Gear
1580,28953,144766,2895,Fitness,Hydration Gear
1581,90077,450386,9007,Fitness,Hydration Gear
1582,75194,375970,7519,Fitness,Hydration Gear
1583,42558,212790,4255,Fitness,Hydration Gear
1584,22120,110604,2212,Fitness,Hydration Gear
1585,3901,19506,390,Fitness,Hydration Gear
1586,74001,370008,7400,Fitness,Hydration Gear
1587,39338,196693,3933,Fitness,Hydration Gear
1588,99230,496151,9923,Fitness,Hydration Gear
1589,78449,392245,7844,Fitness,Hydration Gear
1590,27531,137657,2753,Fitness,Hydration Gear
1591,35425,177126,3542,Fitness,Hydration Gear
1592,78483,392415,7848,Fitness,Hydration Gear
1593,79633,398169,7963,Fitness,Hydration Gear
1594,43219,216095,4321,Fitness,Hydration Gear
1595,72249,361247,7224,Fitness,Hydration Gear
1596,15871,79355,1587,Fitness,Hydration Gear
1597,60214,301071,6021,Fitness,Hydration Gear
1598,56211,281058,5621,Fitness,Hydration Gear
1599,76036,380182,7603,Fitness,Hydration Gear
1600,63648,318240,6364,Fitness,Hydration Gear
1601,25188,125941,2518,Fitness,Hydration Gear
1602,97308,486542,9730,Fitness,Hydration Gear
1603,12004,60023,1200,Fitness,Hydration Gear
1604,73212,366063,7321,Fitness,Hydration Gear
1605,12016,60080,1201,Fitness,Hydration Gear
1606,56869,284347,5686,Fitness,Hydration Gear
1607,58911,294559,5891,Fitness,Hydration Gear
1608,76531,382657,7653,Fitness,Hydration Gear
1609,90923,454618,9092,Fitness,Hydration Gear
1610,87766,438832,8776,Fitness,Hydration Gear
1611,41455,207276,4145,Fitness,Hydration Gear
1612,31292,156463,3129,Fitness,Hydration Gear
1613,53435,267178,5343,Fitness,Hydration Gear
1614,94239,471198,9423,Fitness,Hydration Gear
1615,33750,168751,3375,Fitness,Hydration Gear
1616,2072,10361,207,Fitness,Hydration Gear
1617,61904,309522,6190,Fitness,Hydration Gear
1618,92314,461571,9231,Fitness,Hydration Gear
1619,58417,292085,5841,Fitness,Hydration Gear
1620,71354,356771,7135,Fitness,Nutritional Supplements
1621,36900,184500,3690,Fitness,Nutritional Supplements
1622,14866,74332,1486,Fitness,Nutritional Supplements
1623,28541,142705,2854,Fitness,Nutritional Supplements
1624,78975,394876,7897,Fitness,Nutritional Supplements
1625,97118,485593,9711,Fitness,Recovery Tools
1626,58153,290769,5815,Fitness,Recovery Tools
1627,8330,41654,833,Fitness,Recovery Tools
1628,81800,409003,8180,Fitness,Recovery Tools
1629,80769,403845,8076,Fitness,Recovery Tools
1630,87059,435299,8705,Fitness,Recovery Tools
1631,50797,253986,5079,Fitness,Recovery Tools
1632,71081,355407,7108,Fitness,Recovery Tools
1633,88247,441235,8824,Fitness,Recovery Tools
1634,20943,104715,2094,Fitness,Recovery Tools
1635,51686,258434,5168,Fitness,Recovery Tools
1636,15297,76489,1529,Fitness,Recovery Tools
1637,54305,271529,5430,Fitness,Recovery Tools
1638,97560,487801,9756,Fitness,Recovery Tools
1639,60403,302018,6040,Fitness,Recovery Tools
1640,21756,108780,2175,Fitness,Recovery Tools
1641,61184,305924,6118,Fitness,Recovery Tools
1642,68660,343303,6866,Fitness,Recovery Tools
1643,57206,286033,5720,Fitness,Recovery Tools
1644,94229,471145,9422,Fitness,Recovery Tools
1645,51230,256153,5123,Fitness,Strength Training Equipment
1646,11997,59985,1199,Fitness,Strength Training Equipment
1647,96821,484107,9682,Fitness,Strength Training Equipment
1648,57239,286197,5723,Fitness,Strength Training Equipment
1649,91011,455058,9101,Fitness,Strength Training Equipment
1650,21006,105033,2100,Fitness,Strength Training Equipment
1651,47246,236233,4724,Fitness,Strength Training Equipment
1652,75609,378047,7560,Fitness,Strength Training Equipment
1653,29284,146420,2928,Fitness,Strength Training Equipment
1654,32564,162821,3256,Fitness,Strength Training Equipment
1655,84366,421834,8436,Fitness,Strength Training Equipment
1656,4007,20039,400,Fitness,Strength Training Equipment
1657,14824,74124,1482,Fitness,Strength Training Equipment
1658,81967,409839,8196,Fitness,Strength Training Equipment
1659,9730,48652,973,Fitness,Strength Training Equipment
1660,71625,358127,7162,Fitness,Strength Training Equipment
1661,95914,479573,9591,Fitness,Strength Training Equipment
1662,76710,383554,7671,Fitness,Strength Training Equipment
1663,8081,40408,808,Fitness,Strength Training Equipment
1664,78851,394257,7885,Fitness,Strength Training Equipment
1665,54167,270836,5416,Fitness,Strength Training Equipment
1666,41082,205414,4108,Fitness,Strength Training Equipment
1667,43205,216025,4320,Fitness,Strength Training Equipment
1668,99212,496063,9921,Fitness,Strength Training Equipment
1669,64903,324515,6490,Fitness,Strength Training Equipment
1670,80161,400805,8016,Fitness,Strength Training Equipment
1671,56149,280748,5614,Fitness,Strength Training Equipment
1672,78249,391249,7824,Fitness,Strength Training Equipment
1673,96353,481765,9635,Fitness,Strength Training Equipment
1674,67836,339182,6783,Fitness,Strength Training Equipment
1675,10308,51541,1030,Fitness,Strength Training Equipment
1676,85279,426396,8527,Fitness,Strength Training Equipment
1677,9312,46564,931,Fitness,Strength Training Equipment
1678,95382,476911,9538,Fitness,Strength Training Equipment
1679,46719,233595,4671,Fitness,Sustainable Fitness Equipment
1680,87830,439150,8783,Fitness,Sustainable Fitness Equipment
1681,69215,346076,6921,Fitness,Sustainable Fitness Equipment
1682,88594,442971,8859,Fitness,Sustainable Fitness Equipment
1683,85218,426094,8521,Fitness,Wearable Technology
1684,57782,288912,5778,Fitness,Wearable Technology
1685,17790,88953,1779,Fitness,Wearable Technology
1686,98310,491551,9831,Fitness,Wearable Technology
1687,22861,114308,2286,Fitness,Wearable Technology
1688,7754,38773,775,Fitness,Wearable Technology
1689,25583,127916,2558,Fitness,Wearable Technology
1690,69560,347804,6956,Fitness,Wearable Technology
1691,72022,360114,7202,Fitness,Wearable Technology
1692,85676,428382,8567,Fitness,Wearable Technology
1693,5417,27088,541,Fitness,Wearable Technology
1694,85061,425306,8506,Fitness,Wearable Technology
1695,51437,257188,5143,Fitness,Wearable Technology
1696,81043,405215,8104,Fitness,Wearable Technology
1697,59552,297763,5955,Fitness,Wearable Technology
1698,5110,25551,511,Fitness,Wearable Technology
1699,60294,301473,6029,Fitness,Wearable Technology
1700,67022,335113,6702,Fitness,Wearable Technology
1701,49172,245860,4917,Fitness,Wearable Technology
1702,91808,459044,9180,Fitness,Wearable Technology
1703,1828,9143,182,Fitness,Wearable Technology
1704,37560,187800,3756,Fitness,Wearable Technology
1705,76871,384356,7687,Fitness,Wearable Technology
1706,98867,494337,9886,Fitness,Wearable Technology
1707,51257,256289,5125,Fitness,Wearable Technology
1708,79944,399722,7994,Fitness,Wearable Technology
1709,19116,95581,1911,Fitness,Wearable Technology
1710,89742,448710,8974,Fitness,Wearable Technology
1711,43597,217986,4359,Fitness,Yoga Equipment
1712,69856,349282,6985,Fitness,Yoga Equipment
1713,42773,213869,4277,Fitness,Yoga Equipment
1714,60020,300100,6002,Fitness,Yoga Equipment
1715,14940,74704,1494,Fitness,Yoga Equipment
1716,36627,183136,3662,Fitness,Yoga Equipment
1717,58448,292243,5844,Fitness,Yoga Equipment
1718,90157,450786,9015,Fitness,Yoga Equipment
1719,36829,184148,3682,Fitness,Yoga Equipment
1720,5504,27521,550,Fitness,Yoga Equipment
1721,56558,282792,5655,Fitness,Yoga Equipment
1722,52047,260237,5204,Fitness,Yoga Equipment
1723,87291,436456,8729,Fitness,Yoga Equipment
1724,52059,260298,5205,Fitness,Yoga Equipment
1725,39435,197175,3943,Fitness,Yoga Equipment
1726,65179,325896,6517,Fitness,Yoga Equipment
1727,44530,222654,4453,Fitness,Yoga Equipment
1728,96204,481024,9620,Fitness,Yoga Equipment
1729,94874,474374,9487,Fitness,Yoga Equipment
1730,63789,318945,6378,Fitness,Yoga Equipment
1731,80291,401459,8029,Fitness,Yoga Equipment
1732,44144,220721,4414,Fitness,Yoga Equipment
1733,40594,202973,4059,Fitness,Yoga Equipment
1734,94175,470879,9417,Fitness,Yoga Equipment
1735,95740,478704,9574,Fitness,Yoga Equipment
1736,68258,341294,6825,Fitness,Yoga Equipment
1737,39492,197460,3949,Fitness,Yoga Equipment
1738,48058,240293,4805,Fitness,Yoga Equipment
1739,58412,292062,5841,Fitness,Yoga Equipment
1740,35289,176449,3528,Fitness,Yoga Equipment
1741,64113,320567,6411,Fitness,Yoga Equipment
1742,27151,135759,2715,Fitness,Yoga Equipment
1743,82543,412716,8254,Fitness,Yoga Equipment
1744,45223,226118,4522,Fitness,Yoga Equipment
1745,18169,90847,1816,Fitness,Yoga Equipment
1746,45600,228003,4560,Fitness,Yoga Equipment
1747,88116,440580,8811,Fitness,Yoga Equipment
1748,44039,220195,4403,Fitness,Yoga Equipment
1749,23512,117563,2351,Fitness,Yoga Equipment
1750,54924,274624,5492,Fitness,Yoga Equipment
1751,72786,363934,7278,Fitness,Yoga Equipment
1752,36557,182785,3655,Fitness,Yoga Equipment
1753,31837,159189,3183,Fitness,Yoga Equipment
1754,84643,423219,8464,Fitness,Yoga Equipment
1755,63800,319000,6380,Fitness,Yoga Equipment
1756,80340,401703,8034,Fitness,Yoga Equipment
1757,79621,398106,7962,Fitness,Yoga Equipment
1758,79618,398092,7961,Fitness,Yoga Equipment
1759,7320,36602,732,Fitness,Yoga Equipment
1760,87780,438902,8778,Fitness,Yoga Equipment
1761,89864,449320,8986,Fitness,Yoga Equipment
1762,2563,12817,256,Fitness,Yoga Equipment
1763,69450,347251,6945,Fitness,Yoga Equipment
1764,45773,228867,4577,Fitness,Yoga Equipment
1765,15159,75798,1515,Fitness,Yoga Equipment
1766,42423,212118,4242,Fitness,Yoga Equipment
1767,47353,236766,4735,Fitness,Yoga Equipment
1768,661,3309,66,Fitness,Yoga Equipment
1769,55620,278102,5562,Fitness,Yoga Equipment
1770,20754,103771,2075,Fitness,Yoga Equipment
1771,93171,465859,9317,Fitness,Yoga Equipment
1772,65827,329135,6582,Fitness,Yoga Equipment
1773,80760,403804,8076,Fitness,Yoga Equipment
1774,68197,340987,6819,Fitness,Yoga Equipment
1775,65468,327344,6546,Fitness,Yoga Equipment
1776,42917,214587,4291,Fitness,Yoga Equipment
1777,87648,438241,8764,Fitness,Yoga Equipment
1778,93149,465748,9314,Fitness,Yoga Equipment
1779,15558,77792,1555,Fitness,Yoga Equipment
1780,96159,480795,9615,Fitness,Yoga Equipment
1781,97546,487733,9754,Fitness,Yoga Equipment
1782,56129,280648,5612,Fitness,Yoga Equipment
1783,88759,443795,8875,Fitness,Yoga Equipment
1784,38568,192843,3856,Fitness,Yoga Equipment
1785,435,2176,43,Fitness,Yoga Equipment
1786,15436,77184,1543,Fitness,Yoga Equipment
1787,99300,496502,9930,Fitness,Yoga Equipment
1788,35934,179674,3593,Fitness,Yoga Equipment
1789,49635,248175,4963,Fitness,Yoga Equipment
1790,3883,19418,388,Fitness,Yoga Equipment
1791,84902,424510,8490,Fitness,Yoga Equipment
1792,26242,131212,2624,Fitness,Yoga Equipment
1793,83860,419301,8386,Fitness,Yoga Equipment
1794,99942,499713,9994,Fitness,Yoga Equipment
1795,89048,445241,8904,Fitness,Yoga Equipment
1796,28364,141820,2836,Fitness,Yoga Equipment
1797,38624,193123,3862,Fitness,Yoga Equipment
1798,52017,260086,5201,Fitness,Yoga Equipment
1799,73011,365057,7301,Food,smoothies
1800,33806,169031,3380,Food,smoothies
1801,31054,155273,3105,Food,smoothies
1802,53627,268139,5362,Food,smoothies
1803,12991,64956,1299,Food,smoothies
1804,20227,101138,2022,Food,smoothies
1805,91046,455232,9104,Food,Apples
1806,18495,92477,1849,Food,Apples
1807,42084,210423,4208,Food,Apples
1808,6407,32036,640,Food,Apples
1809,60184,300921,6018,Food,Apples
1810,95320,476600,9532,Food,Apples
1811,2748,13740,274,Food,Apples
1812,94611,473059,9461,Food,Artisan Bread
1813,71984,359923,7198,Food,Artisan Bread
1814,50128,250640,5012,Food,Artisan Bread
1815,96298,481491,9629,Food,Artisan Bread
1816,32855,164276,3285,Food,Artisan Bread
1817,1919,9595,191,Food,Asian Condiments
1818,81032,405162,8103,Food,Asian Condiments
1819,13461,67307,1346,Food,Asian Condiments
1820,30050,150251,3005,Food,Asian Condiments
1821,71360,356800,7136,Food,Asian Condiments
1822,24245,121225,2424,Food,Asian Condiments
1823,65679,328395,6567,Food,Asian Condiments
1824,29374,146873,2937,Food,Asian Desserts
1825,1486,7434,148,Food,Asian Desserts
1826,18431,92157,1843,Food,Asian Desserts
1827,2120,10604,212,Food,Asian Desserts
1828,82809,414046,8280,Food,Asian Desserts
1829,94418,472091,9441,Food,Asian Desserts
1830,38757,193788,3875,Food,Asian Dishes
1831,13011,65059,1301,Food,Asian Dishes
1832,97784,488921,9778,Food,Asian Dishes
1833,86034,430170,8603,Food,Asian Dishes
1834,21375,106879,2137,Food,Asian Dishes
1835,35212,176063,3521,Food,Asian Sauces
1836,80919,404595,8091,Food,Asian Sauces
1837,96549,482748,9654,Food,Asian Sauces
1838,76809,384046,7680,Food,Asian Sauces
1839,21853,109267,2185,Food,Asian Sauces
1840,85984,429923,8598,Food,Asian Sauces
1841,59321,296607,5932,Food,Asian Sauces
1842,1938,9691,193,Food,Asian Sauces
1843,35026,175133,3502,Food,Asian Sauces
1844,3296,16483,329,Food,Asian Sauces
1845,26962,134812,2696,Food,Asian Sauces
1846,46289,231447,4628,Food,Asian Sauces
1847,99152,495762,9915,Food,Asian Sauces
1848,85095,425475,8509,Food,Asian Sauces
1849,41615,208076,4161,Food,Asian Sauces
1850,31407,157037,3140,Food,Asian Sauces
1851,53927,269636,5392,Food,Asian Sauces
1852,13141,65705,1314,Food,Asian Sauces
1853,91159,455798,9115,Food,Asian Sauces
1854,21368,106843,2136,Food,Asian Sauces
1855,93093,465465,9309,Food,Asian Sauces
1856,51636,258183,5163,Food,Asian Sauces
1857,69144,345722,6914,Food,Asian Sauces
1858,24834,124170,2483,Food,Bagels
1859,26633,133169,2663,Food,Bagels
1860,28674,143372,2867,Food,Bagels
1861,25202,126010,2520,Food,Bagels
1862,94599,472996,9459,Food,Bagels
1863,86771,433859,8677,Food,Bagels
1864,38810,194051,3881,Food,Bagels
1865,73715,368575,7371,Food,Bagels
1866,73947,369738,7394,Food,Bagels
1867,36445,182229,3644,Food,Bagels
1868,3881,19408,388,Food,Baking Ingredients
1869,41840,209204,4184,Food,Baking Ingredients
1870,12595,62978,1259,Food,Baking Ingredients
1871,1329,6649,132,Food,Baking Ingredients
1872,4566,22830,456,Food,Baking Ingredients
1873,53052,265263,5305,Food,Baking Ingredients
1874,47837,239188,4783,Food,Baking Ingredients
1875,87096,435484,8709,Food,Baking Ingredients
1876,44209,221046,4420,Food,Baking Ingredients
1877,85099,425495,8509,Food,Baking Ingredients
1878,19801,99008,1980,Food,Baking Ingredients
1879,60553,302768,6055,Food,Baking Ingredients
1880,29227,146135,2922,Food,Baking Ingredients
1881,7466,37331,746,Food,Baking Ingredients
1882,67729,338648,6772,Food,Baking Ingredients
1883,15155,75778,1515,Food,Baking Ingredients
1884,54388,271941,5438,Food,Baking Ingredients
1885,97944,489722,9794,Food,Baking Ingredients
1886,41949,209746,4194,Food,Baking Ingredients
1887,52824,264122,5282,Food,Baking Ingredients
1888,36022,180110,3602,Food,Baking Ingredients
1889,7985,39925,798,Food,Baking Ingredients
1890,39170,195853,3917,Food,Baking Ingredients
1891,71161,355805,7116,Food,Baking Ingredients
1892,61384,306924,6138,Food,Baking Ingredients
1893,68296,341484,6829,Food,Baking Ingredients
1894,94795,473975,9479,Food,Baking Ingredients
1895,91185,455926,9118,Food,Baking Ingredients
1896,85231,426155,8523,Food,Baking Ingredients
1897,26537,132687,2653,Food,Baking Ingredients
1898,66431,332159,6643,Food,Baking Ingredients
1899,57385,286927,5738,Food,Baking Ingredients
1900,28564,142820,2856,Food,Baking Ingredients
1901,94450,472251,9445,Food,Baking Ingredients
1902,38075,190375,3807,Food,Baking Ingredients
1903,14540,72704,1454,Food,Baking Ingredients
1904,25330,126654,2533,Food,Baking Ingredients
1905,33117,165587,3311,Food,Baking Ingredients
1906,25949,129748,2594,Food,Baking Ingredients
1907,77814,389074,7781,Food,Baking Ingredients
1908,60715,303575,6071,Food,Baking Ingredients
1909,75745,378725,7574,Food,Baking Ingredients
1910,1756,8782,175,Food,Baking Ingredients
1911,34553,172768,3455,Food,Baking Ingredients
1912,22605,113026,2260,Food,Baking Ingredients
1913,65901,329506,6590,Food,Baking Ingredients
1914,41684,208420,4168,Food,Baking Ingredients
1915,11291,56458,1129,Food,Baking Ingredients
1916,67721,338605,6772,Food,Baking Ingredients
1917,6106,30530,610,Food,Baking Ingredients
1918,1159,5797,115,Food,Baking Ingredients
1919,70300,351500,7030,Food,Baking Ingredients
1920,32313,161567,3231,Food,Baking Ingredients
1921,8227,41136,822,Food,Baking Ingredients
1922,22422,112114,2242,Food,Baking Ingredients
1923,42220,211100,4222,Food,Baking Ingredients
1924,94440,472204,9444,Food,Baking Ingredients
1925,16865,84326,1686,Food,Baking Ingredients
1926,48950,244753,4895,Food,Baking Ingredients
1927,89108,445544,8910,Food,Baking Ingredients
1928,75938,379692,7593,Food,Baking Ingredients
1929,8693,43465,869,Food,Baking Ingredients
1930,89037,445189,8903,Food,Baking Ingredients
1931,60746,303731,6074,Food,Baking Ingredients
1932,59775,298879,5977,Food,Baking Ingredients
1933,52115,260579,5211,Food,Baking Ingredients
1934,64431,322157,6443,Food,Baking Ingredients
1935,31434,157172,3143,Food,Baking Ingredients
1936,79754,398773,7975,Food,Baking Ingredients
1937,56925,284626,5692,Food,Baking Ingredients
1938,47640,238202,4764,Food,Baking Ingredients
1939,51147,255739,5114,Food,Baking Ingredients
1940,65543,327717,6554,Food,Baking Ingredients
1941,45042,225214,4504,Food,Baking Ingredients
1942,63689,318448,6368,Food,Baking Ingredients
1943,52829,264148,5282,Food,Baking Ingredients
1944,52607,263039,5260,Food,Baking Ingredients
1945,87723,438618,8772,Food,Baking Ingredients
1946,82920,414600,8292,Food,Baking Ingredients
1947,40524,202620,4052,Food,Baking Ingredients
1948,43618,218090,4361,Food,Baking Ingredients
1949,20595,102979,2059,Food,Baking Ingredients
1950,26177,130888,2617,Food,Baking Ingredients
1951,25192,125962,2519,Food,Baking Ingredients
1952,34704,173524,3470,Food,Baking Ingredients
1953,19965,99828,1996,Food,Baking Ingredients
1954,31128,155643,3112,Food,Baking Ingredients
1955,8604,43020,860,Food,Baking Ingredients
1956,23604,118023,2360,Food,Baking Ingredients
1957,35254,176271,3525,Food,Baking Ingredients
1958,99728,498640,9972,Food,Baking Ingredients
1959,7273,36366,727,Food,Baking Kits
1960,73609,368049,7360,Food,Baking Kits
1961,4411,22057,441,Food,Baking Kits
